MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR31;DISJOINT_EXTEND;Test-09;11;2;2;[placeOfBirth, exactSearch, citizenship:Germany, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR27;DISJOINT_EXTEND;Test-08;11;4;4;[placeOfBirth, citizenship:Germany, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR73;DISJOINT_EXTEND;Test-20;13;3;3;[placeOfBirth, exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR43;DISJOINT_EXTEND;Test-12;14;4;4;[placeOfBirth, secondCitizenship, countryOfBirth:Spain, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR3;DISJOINT_EXTEND;Test-01;11;3;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[];[];[]
MR48;DISJOINT_EXTEND;Test-14;11;2;2;[placeOfBirth, citizenship:Spain, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR64;DISJOINT_EXTEND;Test-18;11;2;2;[placeOfBirth, citizenship:Germany, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR47;DISJOINT_EXTEND;Test-13;11;5;5;[exactSearch, citizenship:Spain, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[]
MR30;DISJOINT_EXTEND;Test-09;11;4;4;[placeOfBirth, exactSearch, citizenship:Germany, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR26;DISJOINT_EXTEND;Test-08;11;2;2;[placeOfBirth, citizenship:Germany, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR10;DISJOINT_EXTEND;Test-03;10;4;4;[placeOfBirth, confederation:UEFA, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[];[]
MR15;DISJOINT_EXTEND;Test-04;10;2;2;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth:Spain, minAge, maxAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR13;DISJOINT_EXTEND;Test-04;10;2;2;[placeOfBirth, exactSearch, secondCitizenship:Argentina, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[];[];[];[]
MR61;DISJOINT_EXTEND;Test-17;9;4;4;[exactSearch, secondCitizenship:Argentina, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[];[]
MR7;DISJOINT_EXTEND;Test-02;13;4;4;[placeOfBirth, citizenship, secondCitizenship:Argentina, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[];[]
MR67;DISJOINT_EXTEND;Test-19;13;1;1;[placeOfBirth, citizenship, secondCitizenship:Argentina, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[];[];[];[];[]
MR5;DISJOINT_EXTEND;Test-02;13;4;4;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation:FIFA, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[];[]
MR49;DISJOINT_EXTEND;Test-14;11;4;4;[placeOfBirth, citizenship, countryOfBirth:Germany, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR41;DISJOINT_EXTEND;Test-12;14;1;1;[placeOfBirth, secondCitizenship, countryOfBirth, confederation:UEFA, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[];[];[];[];[]
MR36;DISJOINT_EXTEND;Test-10;10;4;4;[placeOfBirth, secondCitizenship, countryOfBirth, confederation:FIFA, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[];[]
MR33;DISJOINT_EXTEND;Test-10;10;5;5;[placeOfBirth, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[]
MR74;DISJOINT_EXTEND;Test-20;13;4;4;[placeOfBirth, exactSearch, citizenship:Germany, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR55;DISJOINT_EXTEND;Test-15;11;4;4;[citizenship:Germany, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR1;DISJOINT_EXTEND;Test-01;11;5;5;[exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[]
MR54;DISJOINT_EXTEND;Test-15;11;1;1;[citizenship, secondCitizenship, countryOfBirth:Spain, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[];[];[];[];[]
MR9;DISJOINT_EXTEND;Test-03;10;3;3;[placeOfBirth, confederation:UEFA, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[];[];[]
MR46;DISJOINT_EXTEND;Test-13;11;4;4;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation:FIFA, dayBirth, monthBirth, minAge, maxAge, minHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[];[]
MR42;DISJOINT_EXTEND;Test-12;14;5;5;[placeOfBirth, secondCitizenship:Argentina, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[]
MR51;DISJOINT_EXTEND;Test-14;11;4;4;[placeOfBirth, citizenship:Spain, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR21;DISJOINT_EXTEND;Test-06;11;2;2;[citizenship, countryOfBirth, confederation:UEFA, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[confederation:AFC];[confederation:CAF];[];[];[];[]
MR65;DISJOINT_EXTEND;Test-18;11;4;4;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth:Germany, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR20;DISJOINT_EXTEND;Test-06;11;1;1;[citizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[citizenship:Haiti];[];[];[];[];[]
MR56;DISJOINT_EXTEND;Test-16;10;4;4;[placeOfBirth, exactSearch, citizenship:Spain, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR22;DISJOINT_EXTEND;Test-06;11;3;3;[citizenship, countryOfBirth, confederation:UEFA, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[];[];[]
MR29;DISJOINT_EXTEND;Test-08;11;2;2;[placeOfBirth, citizenship, confederation:FIFA, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, limit];[confederation:AFC];[confederation:CAF];[];[];[];[]
MR18;DISJOINT_EXTEND;Test-05;9;1;1;[placeOfBirth, exactSearch, citizenship:Spain, secondCitizenship, confederation, yearBirth, minAge, maxYear, limit];[citizenship:Haiti];[];[];[];[];[]
MR57;DISJOINT_EXTEND;Test-16;10;6;6;[placeOfBirth, exactSearch, citizenship:Spain, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[citizenship:American Virgin Islands]
MR35;DISJOINT_EXTEND;Test-10;10;5;5;[placeOfBirth, secondCitizenship, countryOfBirth:Germany, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[]
MR71;DISJOINT_EXTEND;Test-20;13;2;2;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth:Spain, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR37;DISJOINT_EXTEND;Test-11;10;1;1;[secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[];[];[];[];[]
MR72;DISJOINT_EXTEND;Test-20;13;3;3;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth:Spain, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[];[];[]
MR25;DISJOINT_EXTEND;Test-07;10;2;2;[exactSearch, citizenship, secondCitizenship, confederation:UEFA, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[];[];[];[]
MR40;DISJOINT_EXTEND;Test-11;10;3;3;[secondCitizenship:Spain, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR50;DISJOINT_EXTEND;Test-14;11;5;5;[placeOfBirth, citizenship:Spain, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[]
MR53;DISJOINT_EXTEND;Test-15;11;4;4;[citizenship, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[];[]
MR58;DISJOINT_EXTEND;Test-16;10;4;4;[placeOfBirth, exactSearch, citizenship, countryOfBirth:Spain, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR39;DISJOINT_EXTEND;Test-11;10;1;1;[secondCitizenship:Spain, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[];[];[];[];[]
MR16;DISJOINT_EXTEND;Test-05;9;4;4;[placeOfBirth, exactSearch, citizenship:Spain, secondCitizenship, confederation, yearBirth, minAge, maxYear, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR8;DISJOINT_EXTEND;Test-03;10;6;6;[placeOfBirth, confederation:UEFA, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[confederation:OFC];[confederation:FIFA]
MR19;DISJOINT_EXTEND;Test-06;11;6;6;[citizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[citizenship:American Virgin Islands]
MR24;DISJOINT_EXTEND;Test-07;10;5;5;[exactSearch, citizenship, secondCitizenship:Argentina, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[]
MR0;DISJOINT_EXTEND;Test-01;11;2;2;[exactSearch, citizenship:Germany, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR2;DISJOINT_EXTEND;Test-01;11;2;2;[exactSearch, citizenship, secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR38;DISJOINT_EXTEND;Test-11;10;2;2;[secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR52;DISJOINT_EXTEND;Test-15;11;3;3;[citizenship, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR23;DISJOINT_EXTEND;Test-07;10;3;3;[exactSearch, citizenship, secondCitizenship:Argentina, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR6;DISJOINT_EXTEND;Test-02;13;5;5;[placeOfBirth, citizenship, secondCitizenship:Argentina, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[]
MR63;DISJOINT_EXTEND;Test-18;11;4;4;[placeOfBirth, citizenship:Germany, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR60;DISJOINT_EXTEND;Test-17;9;6;6;[exactSearch, secondCitizenship:Argentina, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[secondCitizenship:American Virgin Islands]
MR66;DISJOINT_EXTEND;Test-18;11;3;3;[placeOfBirth, citizenship, secondCitizenship:Argentina, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR4;DISJOINT_EXTEND;Test-02;13;5;5;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth:Spain, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[]
MR14;DISJOINT_EXTEND;Test-04;10;1;1;[placeOfBirth, exactSearch, secondCitizenship:Argentina, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[];[];[];[];[]
MR34;DISJOINT_EXTEND;Test-10;10;6;6;[placeOfBirth, secondCitizenship, countryOfBirth:Germany, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[countryOfBirth:American Virgin Islands]
MR28;DISJOINT_EXTEND;Test-08;11;1;1;[placeOfBirth, citizenship, confederation:FIFA, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, limit];[confederation:AFC];[];[];[];[];[]
MR69;DISJOINT_EXTEND;Test-19;13;4;4;[placeOfBirth, citizenship:Spain, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
