MR;Type;STC;FUTCs;LocalDistance
MR43;DISJOINT_EXTEND;Test-13;3;3
MR0;DISJOINT_EXTEND;Test-01;4;4
MR56;DISJOINT_EXTEND;Test-17;6;6
MR35;DISJOINT_EXTEND;Test-11;4;4
MR52;DISJOINT_EXTEND;Test-16;3;3
MR7;DISJOINT_EXTEND;Test-03;3;3
MR30;DISJOINT_EXTEND;Test-09;3;3
MR26;DISJOINT_EXTEND;Test-08;5;5
MR40;DISJOINT_EXTEND;Test-12;4;4
MR67;DISJOINT_EXTEND;Test-20;3;3
MR65;DISJOINT_EXTEND;Test-20;5;5
MR10;DISJOINT_EXTEND;Test-04;5;5
MR38;DISJOINT_EXTEND;Test-12;4;4
MR63;DISJOINT_EXTEND;Test-19;4;4
MR39;DISJOINT_EXTEND;Test-12;5;5
MR27;DISJOINT_EXTEND;Test-08;1;1
MR59;DISJOINT_EXTEND;Test-18;2;2
MR29;DISJOINT_EXTEND;Test-09;2;2
MR8;DISJOINT_EXTEND;Test-03;2;2
MR11;DISJOINT_EXTEND;Test-04;2;2
MR12;DISJOINT_EXTEND;Test-04;1;1
MR66;DISJOINT_EXTEND;Test-20;2;2
MR16;DISJOINT_EXTEND;Test-05;4;4
MR42;DISJOINT_EXTEND;Test-13;4;4
MR57;DISJOINT_EXTEND;Test-17;2;2
MR3;DISJOINT_EXTEND;Test-02;5;5
MR17;DISJOINT_EXTEND;Test-05;1;1
MR37;DISJOINT_EXTEND;Test-12;5;5
MR20;DISJOINT_EXTEND;Test-06;5;5
MR60;DISJOINT_EXTEND;Test-18;5;5
MR34;DISJOINT_EXTEND;Test-10;1;1
MR2;DISJOINT_EXTEND;Test-01;2;2
MR61;DISJOINT_EXTEND;Test-18;2;2
MR49;DISJOINT_EXTEND;Test-15;6;6
MR50;DISJOINT_EXTEND;Test-15;3;3
MR33;DISJOINT_EXTEND;Test-10;6;6
MR19;DISJOINT_EXTEND;Test-06;2;2
MR23;DISJOINT_EXTEND;Test-07;3;3
MR44;DISJOINT_EXTEND;Test-13;1;1
MR62;DISJOINT_EXTEND;Test-19;2;2
MR46;DISJOINT_EXTEND;Test-14;2;2
MR28;DISJOINT_EXTEND;Test-09;5;5
MR51;DISJOINT_EXTEND;Test-15;6;6
MR18;DISJOINT_EXTEND;Test-06;1;1
MR58;DISJOINT_EXTEND;Test-17;4;4
MR32;DISJOINT_EXTEND;Test-10;2;2
MR6;DISJOINT_EXTEND;Test-02;1;1
MR31;DISJOINT_EXTEND;Test-10;6;6
MR55;DISJOINT_EXTEND;Test-16;1;1
MR13;DISJOINT_EXTEND;Test-04;4;4
MR1;DISJOINT_EXTEND;Test-01;3;3
MR48;DISJOINT_EXTEND;Test-14;3;3
MR47;DISJOINT_EXTEND;Test-14;1;1
MR41;DISJOINT_EXTEND;Test-13;2;2
MR54;DISJOINT_EXTEND;Test-16;4;4
MR36;DISJOINT_EXTEND;Test-11;4;4
MR21;DISJOINT_EXTEND;Test-07;3;3
MR14;DISJOINT_EXTEND;Test-05;6;6
MR53;DISJOINT_EXTEND;Test-16;4;4
MR5;DISJOINT_EXTEND;Test-02;2;2
MR24;DISJOINT_EXTEND;Test-07;2;2
MR15;DISJOINT_EXTEND;Test-05;5;5
MR9;DISJOINT_EXTEND;Test-03;4;4
MR64;DISJOINT_EXTEND;Test-19;6;6
MR45;DISJOINT_EXTEND;Test-14;6;6
MR4;DISJOINT_EXTEND;Test-02;1;1
MR22;DISJOINT_EXTEND;Test-07;1;1
MR25;DISJOINT_EXTEND;Test-08;4;4
