MR;Type;STC;FUTCs;LocalDistance
MR71;DISJOINT_EXTEND;Test-20;3;3
MR62;DISJOINT_EXTEND;Test-18;6;6
MR1;DISJOINT_EXTEND;Test-01;4;4
MR31;DISJOINT_EXTEND;Test-10;4;4
MR49;DISJOINT_EXTEND;Test-14;2;2
MR55;DISJOINT_EXTEND;Test-16;3;3
MR44;DISJOINT_EXTEND;Test-13;4;4
MR43;DISJOINT_EXTEND;Test-13;3;3
MR36;DISJOINT_EXTEND;Test-11;3;3
MR0;DISJOINT_EXTEND;Test-01;5;5
MR5;DISJOINT_EXTEND;Test-02;5;5
MR8;DISJOINT_EXTEND;Test-03;1;1
MR61;DISJOINT_EXTEND;Test-18;1;1
MR12;DISJOINT_EXTEND;Test-04;2;2
MR45;DISJOINT_EXTEND;Test-13;5;5
MR56;DISJOINT_EXTEND;Test-16;2;2
MR2;DISJOINT_EXTEND;Test-01;6;6
MR35;DISJOINT_EXTEND;Test-11;4;4
MR25;DISJOINT_EXTEND;Test-08;6;6
MR63;DISJOINT_EXTEND;Test-18;1;1
MR46;DISJOINT_EXTEND;Test-14;3;3
MR22;DISJOINT_EXTEND;Test-07;2;2
MR32;DISJOINT_EXTEND;Test-10;5;5
MR27;DISJOINT_EXTEND;Test-08;4;4
MR51;DISJOINT_EXTEND;Test-15;5;5
MR17;DISJOINT_EXTEND;Test-05;6;6
MR37;DISJOINT_EXTEND;Test-11;5;5
MR15;DISJOINT_EXTEND;Test-05;5;5
MR38;DISJOINT_EXTEND;Test-12;5;5
MR54;DISJOINT_EXTEND;Test-16;4;4
MR4;DISJOINT_EXTEND;Test-02;1;1
MR19;DISJOINT_EXTEND;Test-06;6;6
MR64;DISJOINT_EXTEND;Test-18;3;3
MR68;DISJOINT_EXTEND;Test-19;4;4
MR48;DISJOINT_EXTEND;Test-14;5;5
MR50;DISJOINT_EXTEND;Test-15;6;6
MR21;DISJOINT_EXTEND;Test-07;2;2
MR57;DISJOINT_EXTEND;Test-17;2;2
MR6;DISJOINT_EXTEND;Test-02;3;3
MR11;DISJOINT_EXTEND;Test-04;1;1
MR18;DISJOINT_EXTEND;Test-06;1;1
MR72;DISJOINT_EXTEND;Test-20;5;5
MR29;DISJOINT_EXTEND;Test-09;3;3
MR20;DISJOINT_EXTEND;Test-06;1;1
MR24;DISJOINT_EXTEND;Test-07;3;3
MR67;DISJOINT_EXTEND;Test-19;2;2
MR69;DISJOINT_EXTEND;Test-20;4;4
MR9;DISJOINT_EXTEND;Test-03;4;4
MR3;DISJOINT_EXTEND;Test-02;6;6
MR47;DISJOINT_EXTEND;Test-14;4;4
MR65;DISJOINT_EXTEND;Test-19;6;6
MR34;DISJOINT_EXTEND;Test-10;4;4
MR13;DISJOINT_EXTEND;Test-04;5;5
MR58;DISJOINT_EXTEND;Test-17;1;1
MR7;DISJOINT_EXTEND;Test-03;3;3
MR23;DISJOINT_EXTEND;Test-07;2;2
MR33;DISJOINT_EXTEND;Test-10;3;3
MR42;DISJOINT_EXTEND;Test-13;2;2
MR53;DISJOINT_EXTEND;Test-15;3;3
MR10;DISJOINT_EXTEND;Test-04;3;3
MR60;DISJOINT_EXTEND;Test-17;4;4
MR14;DISJOINT_EXTEND;Test-05;4;4
MR30;DISJOINT_EXTEND;Test-09;5;5
MR40;DISJOINT_EXTEND;Test-12;5;5
MR41;DISJOINT_EXTEND;Test-12;3;3
MR70;DISJOINT_EXTEND;Test-20;3;3
MR52;DISJOINT_EXTEND;Test-15;1;1
MR39;DISJOINT_EXTEND;Test-12;6;6
MR16;DISJOINT_EXTEND;Test-05;1;1
MR26;DISJOINT_EXTEND;Test-08;5;5
MR66;DISJOINT_EXTEND;Test-19;2;2
MR59;DISJOINT_EXTEND;Test-17;6;6
MR28;DISJOINT_EXTEND;Test-09;1;1
