MR;Type;STC;FUTCs;LocalDistance
MR20;CONJUNCTIVE_CONTRACT;Test-02;2;19
MR25;CONJUNCTIVE_CONTRACT;Test-02;2;17
MR306;CONJUNCTIVE_CONTRACT;Test-16;3;16
MR74;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR76;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR79;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR72;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR75;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR81;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR71;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR162;CONJUNCTIVE_CONTRACT;Test-09;2;15
MR83;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR23;CONJUNCTIVE_CONTRACT;Test-02;2;15
MR1045;CONJUNCTIVE_CONTRACT;Test-62;3;14
MR1039;CONJUNCTIVE_CONTRACT;Test-62;1;14
MR1042;CONJUNCTIVE_CONTRACT;Test-62;3;14
MR158;CONJUNCTIVE_CONTRACT;Test-09;3;14
MR1046;CONJUNCTIVE_CONTRACT;Test-62;2;14
MR1043;CONJUNCTIVE_CONTRACT;Test-62;4;14
MR1041;CONJUNCTIVE_CONTRACT;Test-62;3;14
MR1040;CONJUNCTIVE_CONTRACT;Test-62;2;14
MR184;CONJUNCTIVE_CONTRACT;Test-10;2;14
MR1026;CONJUNCTIVE_CONTRACT;Test-61;3;14
MR1049;CONJUNCTIVE_CONTRACT;Test-62;4;14
MR448;CONJUNCTIVE_CONTRACT;Test-24;5;13
MR720;CONJUNCTIVE_CONTRACT;Test-42;3;13
MR724;CONJUNCTIVE_CONTRACT;Test-42;2;13
MR459;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR457;CONJUNCTIVE_CONTRACT;Test-24;3;13
MR179;CONJUNCTIVE_CONTRACT;Test-10;2;13
MR454;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR456;CONJUNCTIVE_CONTRACT;Test-24;3;13
MR452;CONJUNCTIVE_CONTRACT;Test-24;3;13
MR102;CONJUNCTIVE_CONTRACT;Test-06;3;13
MR101;CONJUNCTIVE_CONTRACT;Test-06;3;13
