MR;Type;STC;FUTCs;LocalDistance
MR373;CONJUNCTIVE_CONTRACT;Test-23;3;16
MR17;CONJUNCTIVE_CONTRACT;Test-02;1;16
MR77;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR69;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR75;CONJUNCTIVE_CONTRACT;Test-05;4;15
MR262;CONJUNCTIVE_CONTRACT;Test-16;1;15
MR78;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR71;CONJUNCTIVE_CONTRACT;Test-05;2;15
MR70;CONJUNCTIVE_CONTRACT;Test-05;4;15
MR617;CONJUNCTIVE_CONTRACT;Test-37;1;14
MR1029;CONJUNCTIVE_CONTRACT;Test-62;2;14
MR35;CONJUNCTIVE_CONTRACT;Test-03;2;14
MR1023;CONJUNCTIVE_CONTRACT;Test-62;5;14
MR1006;CONJUNCTIVE_CONTRACT;Test-61;2;14
MR741;CONJUNCTIVE_CONTRACT;Test-44;1;14
MR1031;CONJUNCTIVE_CONTRACT;Test-62;3;14
MR1024;CONJUNCTIVE_CONTRACT;Test-62;1;14
MR393;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR390;CONJUNCTIVE_CONTRACT;Test-24;4;13
MR969;CONJUNCTIVE_CONTRACT;Test-59;1;13
MR691;CONJUNCTIVE_CONTRACT;Test-42;1;13
MR243;CONJUNCTIVE_CONTRACT;Test-15;3;13
MR398;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR699;CONJUNCTIVE_CONTRACT;Test-42;3;13
MR88;CONJUNCTIVE_CONTRACT;Test-06;5;13
MR388;CONJUNCTIVE_CONTRACT;Test-24;3;13
MR927;CONJUNCTIVE_CONTRACT;Test-56;1;13
MR91;CONJUNCTIVE_CONTRACT;Test-06;1;13
MR692;CONJUNCTIVE_CONTRACT;Test-42;2;13
MR873;CONJUNCTIVE_CONTRACT;Test-53;1;13
MR396;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR90;CONJUNCTIVE_CONTRACT;Test-06;3;13
MR391;CONJUNCTIVE_CONTRACT;Test-24;1;13
MR689;CONJUNCTIVE_CONTRACT;Test-42;3;13
MR694;CONJUNCTIVE_CONTRACT;Test-42;6;13
MR400;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR392;CONJUNCTIVE_CONTRACT;Test-24;2;13
MR113;CONJUNCTIVE_CONTRACT;Test-07;2;12
MR115;CONJUNCTIVE_CONTRACT;Test-07;3;12
MR116;CONJUNCTIVE_CONTRACT;Test-07;4;12
MR114;CONJUNCTIVE_CONTRACT;Test-07;2;12
MR72;CONJUNCTIVE_CONTRACT;Test-05;2;12
MR110;CONJUNCTIVE_CONTRACT;Test-07;2;12
MR259;CONJUNCTIVE_CONTRACT;Test-16;1;12
MR210;CONJUNCTIVE_CONTRACT;Test-13;2;12
MR111;CONJUNCTIVE_CONTRACT;Test-07;4;12
MR1002;CONJUNCTIVE_CONTRACT;Test-61;1;12
MR112;CONJUNCTIVE_CONTRACT;Test-07;2;12
MR109;CONJUNCTIVE_CONTRACT;Test-07;1;12
MR130;CONJUNCTIVE_CONTRACT;Test-08;2;12
MR74;CONJUNCTIVE_CONTRACT;Test-05;3;12
MR526;CONJUNCTIVE_CONTRACT;Test-31;1;11
MR852;CONJUNCTIVE_CONTRACT;Test-52;2;11
MR241;CONJUNCTIVE_CONTRACT;Test-15;4;11
MR680;CONJUNCTIVE_CONTRACT;Test-41;3;11
MR679;CONJUNCTIVE_CONTRACT;Test-41;2;11
MR737;CONJUNCTIVE_CONTRACT;Test-44;1;11
MR34;CONJUNCTIVE_CONTRACT;Test-03;1;11
MR592;CONJUNCTIVE_CONTRACT;Test-35;1;11
MR371;CONJUNCTIVE_CONTRACT;Test-23;1;10
MR1030;CONJUNCTIVE_CONTRACT;Test-62;4;10
MR909;CONJUNCTIVE_CONTRACT;Test-55;1;10
MR161;CONJUNCTIVE_CONTRACT;Test-10;1;10
MR386;CONJUNCTIVE_CONTRACT;Test-24;1;10
MR594;CONJUNCTIVE_CONTRACT;Test-35;2;10
MR162;CONJUNCTIVE_CONTRACT;Test-10;4;10
MR1004;CONJUNCTIVE_CONTRACT;Test-61;3;10
MR675;CONJUNCTIVE_CONTRACT;Test-41;2;10
MR998;CONJUNCTIVE_CONTRACT;Test-61;1;10
MR999;CONJUNCTIVE_CONTRACT;Test-61;2;10
MR1062;CONJUNCTIVE_CONTRACT;Test-64;3;10
MR95;CONJUNCTIVE_CONTRACT;Test-06;4;10
MR320;CONJUNCTIVE_CONTRACT;Test-20;1;9
MR394;CONJUNCTIVE_CONTRACT;Test-24;1;9
MR485;CONJUNCTIVE_CONTRACT;Test-29;2;9
MR483;CONJUNCTIVE_CONTRACT;Test-29;3;9
MR914;CONJUNCTIVE_CONTRACT;Test-55;3;9
MR967;CONJUNCTIVE_CONTRACT;Test-59;1;9
MR20;CONJUNCTIVE_CONTRACT;Test-02;2;9
