MR;Type;STC;FUTCs;LocalDistance
MR341;CONJUNCTIVE_EXTEND;Test-19;3;5
MR771;SHUFFLING_EXTEND;Test-45;6;6
MR414;SHUFFLING_EXTEND;Test-23;4;4
MR131;SHUFFLING_EXTEND;Test-07;5;5
MR99;CONJUNCTIVE_CONTRACT;Test-06;6;11
MR57;SHUFFLING_EXTEND;Test-04;5;5
MR806;SHUFFLING_EXTEND;Test-48;5;5
MR824;SHUFFLING_EXTEND;Test-49;4;4
MR241;CONJUNCTIVE_EXTEND;Test-13;2;5
MR1076;SHUFFLING_EXTEND;Test-64;5;5
MR318;SHUFFLING_EXTEND;Test-17;5;5
MR107;SHUFFLING_EXTEND;Test-06;4;4
MR489;SHUFFLING_EXTEND;Test-27;6;6
MR26;COMPLETE_EXTEND;Test-02;3;3
MR44;SHUFFLING_EXTEND;Test-03;3;3
MR535;SHUFFLING_EXTEND;Test-30;6;6
MR1054;SHUFFLING_EXTEND;Test-62;4;4
MR520;CONJUNCTIVE_EXTEND;Test-29;2;8
MR11;EQUIVALENCE_EXTEND;Test-01;4;8
MR303;COMPLETE_EXTEND;Test-16;3;3
MR607;SHUFFLING_EXTEND;Test-34;5;5
MR339;CONJUNCTIVE_EXTEND;Test-19;3;5
MR856;SHUFFLING_EXTEND;Test-51;5;5
MR552;SHUFFLING_EXTEND;Test-31;4;4
MR794;SHUFFLING_EXTEND;Test-47;5;5
MR193;EQUIVALENCE_EXTEND;Test-10;3;4
MR83;SHUFFLING_EXTEND;Test-05;3;3
MR929;SHUFFLING_EXTEND;Test-55;4;4
MR147;CONJUNCTIVE_EXTEND;Test-08;2;6
MR687;SHUFFLING_EXTEND;Test-40;4;4
MR455;SHUFFLING_EXTEND;Test-25;4;4
MR504;COMPLETE_EXTEND;Test-28;3;3
MR42;CONJUNCTIVE_EXTEND;Test-03;2;5
MR572;SHUFFLING_EXTEND;Test-32;4;4
MR295;CONJUNCTIVE_EXTEND;Test-16;2;4
MR402;SHUFFLING_EXTEND;Test-22;5;5
MR113;COMPLETE_EXTEND;Test-06;3;3
MR67;CONJUNCTIVE_CONTRACT;Test-05;4;11
MR242;SHUFFLING_EXTEND;Test-13;3;3
MR713;SHUFFLING_EXTEND;Test-42;3;3
MR27;COMPLETE_EXTEND;Test-02;2;2
MR940;SHUFFLING_EXTEND;Test-56;3;3
MR563;CONJUNCTIVE_CONTRACT;Test-32;5;10
MR451;CONJUNCTIVE_CONTRACT;Test-25;5;8
MR994;COMPLETE_EXTEND;Test-59;3;3
MR430;CONJUNCTIVE_CONTRACT;Test-24;5;13
MR518;CONJUNCTIVE_EXTEND;Test-29;2;7
MR226;CONJUNCTIVE_CONTRACT;Test-12;5;7
MR28;COMPLETE_EXTEND;Test-02;2;2
MR638;CONJUNCTIVE_CONTRACT;Test-37;3;5
MR1048;CONJUNCTIVE_CONTRACT;Test-62;5;14
MR885;CONJUNCTIVE_CONTRACT;Test-53;3;5
MR846;SHUFFLING_EXTEND;Test-50;4;4
MR343;SHUFFLING_EXTEND;Test-19;3;3
MR228;CONJUNCTIVE_CONTRACT;Test-12;5;7
MR25;DISJOINT_EXTEND;Test-02;2;2
MR416;DISJOINT_EXTEND;Test-23;2;2
MR274;CONJUNCTIVE_CONTRACT;Test-15;3;5
MR298;CONJUNCTIVE_EXTEND;Test-16;2;2
MR477;COMPLETE_EXTEND;Test-26;3;3
MR164;CONJUNCTIVE_EXTEND;Test-09;2;3
MR436;SHUFFLING_EXTEND;Test-24;3;3
MR34;CONJUNCTIVE_CONTRACT;Test-03;3;10
MR748;CONJUNCTIVE_EXTEND;Test-44;1;5
MR837;CONJUNCTIVE_CONTRACT;Test-50;5;6
MR23;SHUFFLING_EXTEND;Test-02;2;2
MR540;CONJUNCTIVE_CONTRACT;Test-31;4;9
MR102;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR161;CONJUNCTIVE_CONTRACT;Test-09;3;9
MR148;CONJUNCTIVE_EXTEND;Test-08;2;6
MR424;CONJUNCTIVE_CONTRACT;Test-24;5;13
MR186;CONJUNCTIVE_EXTEND;Test-10;2;3
MR340;CONJUNCTIVE_EXTEND;Test-19;2;5
MR269;COMPLETE_EXTEND;Test-14;3;3
MR704;CONJUNCTIVE_CONTRACT;Test-42;4;13
MR54;CONJUNCTIVE_EXTEND;Test-04;1;4
MR495;CONJUNCTIVE_EXTEND;Test-28;2;3
MR268;SHUFFLING_EXTEND;Test-14;3;3
MR9;SHUFFLING_EXTEND;Test-01;4;4
MR755;COMPLETE_EXTEND;Test-44;2;2
MR205;SHUFFLING_EXTEND;Test-11;3;3
MR219;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR302;COMPLETE_EXTEND;Test-16;2;2
MR157;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR710;CONJUNCTIVE_EXTEND;Test-42;2;3
MR937;CONJUNCTIVE_CONTRACT;Test-56;3;9
MR249;COMPLETE_EXTEND;Test-13;2;2
MR792;CONJUNCTIVE_EXTEND;Test-47;2;6
MR20;CONJUNCTIVE_CONTRACT;Test-02;2;6
MR869;CONJUNCTIVE_EXTEND;Test-52;1;8
MR425;CONJUNCTIVE_CONTRACT;Test-24;4;13
MR696;DISJOINT_EXTEND;Test-41;2;2
MR93;CONJUNCTIVE_CONTRACT;Test-06;3;8
MR248;COMPLETE_EXTEND;Test-13;2;2
MR5;CONJUNCTIVE_EXTEND;Test-01;2;11
MR48;COMPLETE_EXTEND;Test-03;2;2
MR212;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR84;DISJOINT_EXTEND;Test-05;2;2
MR852;CONJUNCTIVE_CONTRACT;Test-51;4;6
MR896;CONJUNCTIVE_EXTEND;Test-53;2;2
MR281;DISJOINT_EXTEND;Test-15;2;2
MR962;COMPLETE_EXTEND;Test-57;3;3
MR496;CONJUNCTIVE_EXTEND;Test-28;2;2
MR142;CONJUNCTIVE_CONTRACT;Test-08;3;8
MR411;CONJUNCTIVE_EXTEND;Test-23;1;3
MR135;EQUIVALENCE_EXTEND;Test-07;2;3
MR246;DISJOINT_EXTEND;Test-13;2;2
MR703;CONJUNCTIVE_CONTRACT;Test-42;4;13
MR1029;COMPLETE_EXTEND;Test-61;2;2
MR384;CONJUNCTIVE_CONTRACT;Test-21;4;4
MR989;DISJOINT_EXTEND;Test-59;2;2
MR353;CONJUNCTIVE_CONTRACT;Test-20;3;7
MR319;COMPLETE_EXTEND;Test-17;3;3
MR243;DISJOINT_EXTEND;Test-13;2;2
MR173;DISJOINT_EXTEND;Test-09;2;2
MR22;SHUFFLING_CONTRACT;Test-02;1;1
MR963;CONJUNCTIVE_CONTRACT;Test-58;3;8
MR349;EQUIVALENCE_EXTEND;Test-19;2;2
MR116;EQUIVALENCE_EXTEND;Test-06;2;2
MR126;CONJUNCTIVE_CONTRACT;Test-07;4;12
MR623;DISJOINT_EXTEND;Test-35;2;2
MR175;COMPLETE_EXTEND;Test-09;2;2
MR280;SHUFFLING_EXTEND;Test-15;2;2
MR1049;CONJUNCTIVE_CONTRACT;Test-62;4;14
MR735;EQUIVALENCE_EXTEND;Test-43;2;2
MR993;COMPLETE_EXTEND;Test-59;2;2
MR636;SHUFFLING_EXTEND;Test-36;3;3
MR16;CONJUNCTIVE_CONTRACT;Test-02;2;8
MR815;CONJUNCTIVE_EXTEND;Test-49;1;6
MR868;CONJUNCTIVE_EXTEND;Test-52;2;3
MR547;CONJUNCTIVE_CONTRACT;Test-31;3;8
MR830;CONJUNCTIVE_CONTRACT;Test-50;4;6
MR743;CONJUNCTIVE_CONTRACT;Test-44;3;14
MR652;COMPLETE_EXTEND;Test-37;2;2
MR987;SHUFFLING_EXTEND;Test-59;2;2
MR773;DISJOINT_EXTEND;Test-45;2;2
MR1016;CONJUNCTIVE_CONTRACT;Test-61;2;2
MR637;COMPLETE_EXTEND;Test-36;3;3
MR134;COMPLETE_EXTEND;Test-07;2;2
MR621;SHUFFLING_EXTEND;Test-35;2;2
MR170;SHUFFLING_EXTEND;Test-09;2;2
MR240;CONJUNCTIVE_EXTEND;Test-13;1;4
MR969;CONJUNCTIVE_CONTRACT;Test-58;3;8
MR370;EQUIVALENCE_EXTEND;Test-20;2;2
MR190;SHUFFLING_EXTEND;Test-10;2;2
MR590;CONJUNCTIVE_EXTEND;Test-33;1;5
MR651;DISJOINT_EXTEND;Test-37;2;2
MR133;COMPLETE_EXTEND;Test-07;2;2
MR577;EQUIVALENCE_EXTEND;Test-32;2;4
MR498;CONJUNCTIVE_EXTEND;Test-28;1;6
MR842;CONJUNCTIVE_CONTRACT;Test-50;4;6
MR109;DISJOINT_EXTEND;Test-06;2;2
MR549;CONJUNCTIVE_EXTEND;Test-31;1;6
MR270;CONJUNCTIVE_CONTRACT;Test-15;2;3
MR462;CONJUNCTIVE_CONTRACT;Test-26;3;11
MR291;CONJUNCTIVE_CONTRACT;Test-16;2;7
MR403;COMPLETE_EXTEND;Test-22;3;3
MR345;DISJOINT_EXTEND;Test-19;2;2
MR24;DISJOINT_EXTEND;Test-02;1;1
MR878;EQUIVALENCE_EXTEND;Test-52;2;2
MR123;CONJUNCTIVE_CONTRACT;Test-07;3;12
MR78;CONJUNCTIVE_EXTEND;Test-05;1;3
MR307;CONJUNCTIVE_CONTRACT;Test-17;3;4
MR585;CONJUNCTIVE_CONTRACT;Test-33;3;12
MR1079;DISJOINT_EXTEND;Test-64;2;2
MR901;DISJOINT_EXTEND;Test-53;2;2
MR259;CONJUNCTIVE_CONTRACT;Test-14;3;5
MR348;COMPLETE_EXTEND;Test-19;2;2
MR91;CONJUNCTIVE_CONTRACT;Test-06;3;13
MR943;DISJOINT_EXTEND;Test-56;2;2
MR507;EQUIVALENCE_EXTEND;Test-28;2;2
MR412;CONJUNCTIVE_EXTEND;Test-23;1;1
MR702;CONJUNCTIVE_CONTRACT;Test-42;2;2
MR666;CONJUNCTIVE_CONTRACT;Test-39;3;8
MR741;CONJUNCTIVE_CONTRACT;Test-44;2;6
MR903;COMPLETE_EXTEND;Test-53;2;2
MR731;DISJOINT_EXTEND;Test-43;2;2
MR617;CONJUNCTIVE_CONTRACT;Test-35;2;4
MR536;COMPLETE_EXTEND;Test-30;3;3
MR159;CONJUNCTIVE_CONTRACT;Test-09;2;5
MR279;CONJUNCTIVE_EXTEND;Test-15;1;4
MR75;CONJUNCTIVE_CONTRACT;Test-05;3;15
MR827;DISJOINT_EXTEND;Test-49;2;2
MR833;CONJUNCTIVE_CONTRACT;Test-50;4;6
MR595;DISJOINT_EXTEND;Test-33;2;2
MR338;CONJUNCTIVE_EXTEND;Test-19;1;6
MR692;CONJUNCTIVE_CONTRACT;Test-41;2;5
MR978;CONJUNCTIVE_CONTRACT;Test-59;2;4
MR440;DISJOINT_EXTEND;Test-24;2;2
MR17;CONJUNCTIVE_CONTRACT;Test-02;1;2
MR674;CONJUNCTIVE_CONTRACT;Test-39;3;8
MR33;CONJUNCTIVE_CONTRACT;Test-03;2;6
MR733;COMPLETE_EXTEND;Test-43;2;2
MR506;COMPLETE_EXTEND;Test-28;2;2
MR597;COMPLETE_EXTEND;Test-33;2;2
MR693;CONJUNCTIVE_CONTRACT;Test-41;2;6
MR1057;COMPLETE_EXTEND;Test-62;2;2
MR254;CONJUNCTIVE_CONTRACT;Test-14;3;5
MR898;SHUFFLING_EXTEND;Test-53;2;2
MR103;CONJUNCTIVE_EXTEND;Test-06;1;4
MR273;CONJUNCTIVE_CONTRACT;Test-15;2;4
MR443;CONJUNCTIVE_CONTRACT;Test-25;3;8
MR1058;COMPLETE_EXTEND;Test-62;2;2
MR154;COMPLETE_EXTEND;Test-08;2;2
MR828;COMPLETE_EXTEND;Test-49;2;2
MR983;CONJUNCTIVE_EXTEND;Test-59;1;4
MR632;CONJUNCTIVE_CONTRACT;Test-36;3;3
MR129;CONJUNCTIVE_EXTEND;Test-07;1;4
MR525;DISJOINT_EXTEND;Test-29;2;2
MR505;COMPLETE_EXTEND;Test-28;2;2
MR183;CONJUNCTIVE_CONTRACT;Test-10;2;4
MR419;EQUIVALENCE_EXTEND;Test-23;1;1
MR122;CONJUNCTIVE_CONTRACT;Test-07;4;12
MR365;DISJOINT_EXTEND;Test-20;2;2
MR598;COMPLETE_EXTEND;Test-33;2;2
MR663;CONJUNCTIVE_CONTRACT;Test-39;3;8
MR297;CONJUNCTIVE_EXTEND;Test-16;1;2
MR930;DISJOINT_EXTEND;Test-55;2;2
MR522;SHUFFLING_EXTEND;Test-29;2;2
MR468;CONJUNCTIVE_EXTEND;Test-26;1;6
MR308;CONJUNCTIVE_CONTRACT;Test-17;3;5
MR527;COMPLETE_EXTEND;Test-29;2;2
MR15;CONJUNCTIVE_CONTRACT;Test-02;1;3
MR839;CONJUNCTIVE_CONTRACT;Test-50;4;6
MR456;DISJOINT_EXTEND;Test-25;2;2
MR473;DISJOINT_EXTEND;Test-26;2;2
MR1046;CONJUNCTIVE_CONTRACT;Test-62;3;14
MR100;CONJUNCTIVE_CONTRACT;Test-06;2;5
MR55;CONJUNCTIVE_EXTEND;Test-04;1;1
MR367;DISJOINT_EXTEND;Test-20;2;2
MR119;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR528;COMPLETE_EXTEND;Test-29;2;2
MR218;CONJUNCTIVE_CONTRACT;Test-12;3;7
MR744;CONJUNCTIVE_CONTRACT;Test-44;2;6
MR579;EQUIVALENCE_EXTEND;Test-32;2;2
MR214;CONJUNCTIVE_CONTRACT;Test-12;3;7
MR749;CONJUNCTIVE_EXTEND;Test-44;1;2
MR368;COMPLETE_EXTEND;Test-20;2;2
MR19;CONJUNCTIVE_CONTRACT;Test-02;1;4
MR690;COMPLETE_EXTEND;Test-40;2;2
