MR;Type;STC;FUTCs;LocalDistance
MR678;SHUFFLING_EXTEND;Test-39;5;5
MR247;SHUFFLING_EXTEND;Test-13;6;6
MR137;SHUFFLING_EXTEND;Test-07;6;6
MR115;SHUFFLING_EXTEND;Test-06;4;4
MR1093;SHUFFLING_EXTEND;Test-64;6;6
MR745;SHUFFLING_EXTEND;Test-43;5;5
MR824;CONJUNCTIVE_EXTEND;Test-49;3;6
MR203;SHUFFLING_EXTEND;Test-11;5;5
MR940;SHUFFLING_EXTEND;Test-55;6;6
MR279;SHUFFLING_EXTEND;Test-15;5;5
MR299;SHUFFLING_EXTEND;Test-16;4;4
MR486;SHUFFLING_EXTEND;Test-26;5;5
MR33;COMPLETE_EXTEND;Test-02;3;3
MR168;CONJUNCTIVE_EXTEND;Test-09;2;3
MR365;SHUFFLING_EXTEND;Test-20;5;5
MR431;SHUFFLING_EXTEND;Test-23;4;4
MR112;CONJUNCTIVE_CONTRACT;Test-06;6;13
MR1060;CONJUNCTIVE_CONTRACT;Test-62;6;14
MR1029;SHUFFLING_EXTEND;Test-60;5;5
MR912;SHUFFLING_EXTEND;Test-53;4;4
MR44;CONJUNCTIVE_EXTEND;Test-03;3;4
MR1006;SHUFFLING_EXTEND;Test-59;4;4
MR267;SHUFFLING_EXTEND;Test-14;5;5
MR708;CONJUNCTIVE_CONTRACT;Test-42;6;13
MR557;CONJUNCTIVE_EXTEND;Test-31;3;4
MR516;SHUFFLING_EXTEND;Test-28;4;4
MR858;SHUFFLING_EXTEND;Test-50;5;5
MR467;SHUFFLING_EXTEND;Test-25;4;4
MR304;COMPLETE_EXTEND;Test-16;3;3
MR276;CONJUNCTIVE_EXTEND;Test-15;2;4
MR872;SHUFFLING_EXTEND;Test-51;5;5
MR62;CONJUNCTIVE_CONTRACT;Test-04;5;14
MR32;DISJOINT_EXTEND;Test-02;2;2
MR886;SHUFFLING_EXTEND;Test-52;4;4
MR692;SHUFFLING_EXTEND;Test-40;4;4
MR219;CONJUNCTIVE_CONTRACT;Test-12;5;7
MR765;SHUFFLING_EXTEND;Test-44;3;3
MR345;CONJUNCTIVE_EXTEND;Test-19;1;6
MR170;SHUFFLING_EXTEND;Test-09;3;3
MR740;CONJUNCTIVE_EXTEND;Test-43;2;6
MR67;SHUFFLING_EXTEND;Test-04;3;3
MR121;COMPLETE_EXTEND;Test-06;3;3
MR88;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR35;COMPLETE_EXTEND;Test-02;2;2
MR700;CONJUNCTIVE_CONTRACT;Test-41;3;5
MR245;CONJUNCTIVE_EXTEND;Test-13;1;5
MR186;SHUFFLING_EXTEND;Test-10;3;3
MR1063;CONJUNCTIVE_CONTRACT;Test-62;5;14
MR341;CONJUNCTIVE_CONTRACT;Test-19;4;11
MR519;COMPLETE_EXTEND;Test-28;3;3
MR418;CONJUNCTIVE_CONTRACT;Test-23;3;5
MR593;CONJUNCTIVE_EXTEND;Test-33;2;5
MR780;SHUFFLING_EXTEND;Test-45;3;3
MR83;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR636;SHUFFLING_EXTEND;Test-36;4;4
MR713;CONJUNCTIVE_CONTRACT;Test-42;3;4
MR1011;COMPLETE_EXTEND;Test-59;3;3
MR34;COMPLETE_EXTEND;Test-02;2;2
MR559;SHUFFLING_EXTEND;Test-31;3;3
MR596;SHUFFLING_EXTEND;Test-33;3;3
MR527;SHUFFLING_EXTEND;Test-29;3;3
MR84;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR491;COMPLETE_EXTEND;Test-26;3;3
MR644;CONJUNCTIVE_EXTEND;Test-37;1;4
MR323;CONJUNCTIVE_CONTRACT;Test-18;4;5
MR29;SHUFFLING_EXTEND;Test-02;2;2
MR990;CONJUNCTIVE_CONTRACT;Test-58;4;6
MR42;CONJUNCTIVE_EXTEND;Test-03;2;2
MR103;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR502;SHUFFLING_EXTEND;Test-27;4;4
MR883;CONJUNCTIVE_EXTEND;Test-52;2;5
MR82;CONJUNCTIVE_CONTRACT;Test-05;4;15
MR65;CONJUNCTIVE_EXTEND;Test-04;1;5
MR949;CONJUNCTIVE_CONTRACT;Test-56;3;7
MR253;COMPLETE_EXTEND;Test-13;2;2
MR213;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR338;CONJUNCTIVE_CONTRACT;Test-19;3;5
MR303;COMPLETE_EXTEND;Test-16;2;2
MR884;CONJUNCTIVE_EXTEND;Test-52;2;5
MR167;CONJUNCTIVE_EXTEND;Test-09;2;2
MR107;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR976;CONJUNCTIVE_CONTRACT;Test-57;4;6
MR512;CONJUNCTIVE_EXTEND;Test-28;2;3
MR75;EQUIVALENCE_EXTEND;Test-04;2;2
MR136;CONJUNCTIVE_CONTRACT;Test-07;5;12
MR390;CONJUNCTIVE_CONTRACT;Test-21;4;4
MR772;COMPLETE_EXTEND;Test-44;2;2
MR268;COMPLETE_EXTEND;Test-14;3;3
MR653;COMPLETE_EXTEND;Test-37;2;2
MR1065;CONJUNCTIVE_EXTEND;Test-62;2;3
MR12;SHUFFLING_EXTEND;Test-01;4;4
MR53;COMPLETE_EXTEND;Test-03;2;2
MR109;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR706;DISJOINT_EXTEND;Test-41;2;2
MR717;CONJUNCTIVE_CONTRACT;Test-42;4;13
MR24;CONJUNCTIVE_CONTRACT;Test-02;2;9
MR433;DISJOINT_EXTEND;Test-23;2;2
MR980;COMPLETE_EXTEND;Test-57;3;3
MR252;COMPLETE_EXTEND;Test-13;2;2
MR218;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR375;EQUIVALENCE_EXTEND;Test-20;2;5
MR319;SHUFFLING_EXTEND;Test-17;3;3
MR767;DISJOINT_EXTEND;Test-44;2;2
MR611;SHUFFLING_EXTEND;Test-34;3;3
MR96;SHUFFLING_EXTEND;Test-05;2;2
MR110;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR68;DISJOINT_EXTEND;Test-04;2;2
MR51;DISJOINT_EXTEND;Test-03;2;2
MR320;COMPLETE_EXTEND;Test-17;3;3
MR278;CONJUNCTIVE_EXTEND;Test-15;1;4
MR94;CONJUNCTIVE_EXTEND;Test-05;1;5
MR641;CONJUNCTIVE_CONTRACT;Test-37;3;14
MR1045;DISJOINT_EXTEND;Test-61;2;2
MR714;CONJUNCTIVE_CONTRACT;Test-42;4;13
MR71;DISJOINT_EXTEND;Test-04;2;2
MR623;DISJOINT_EXTEND;Test-35;2;2
MR251;DISJOINT_EXTEND;Test-13;2;2
MR423;CONJUNCTIVE_CONTRACT;Test-23;3;12
MR441;CONJUNCTIVE_CONTRACT;Test-24;4;13
MR283;DISJOINT_EXTEND;Test-15;2;2
MR703;SHUFFLING_EXTEND;Test-41;2;2
MR766;DISJOINT_EXTEND;Test-44;2;2
MR875;CONJUNCTIVE_CONTRACT;Test-52;3;8
MR172;DISJOINT_EXTEND;Test-09;2;2
MR856;CONJUNCTIVE_CONTRACT;Test-50;4;6
MR743;CONJUNCTIVE_EXTEND;Test-43;2;3
MR140;COMPLETE_EXTEND;Test-07;2;2
MR513;CONJUNCTIVE_EXTEND;Test-28;1;5
MR394;SHUFFLING_EXTEND;Test-21;3;3
MR649;DISJOINT_EXTEND;Test-37;2;2
MR1094;DISJOINT_EXTEND;Test-64;2;2
MR1047;COMPLETE_EXTEND;Test-61;2;2
MR30;DISJOINT_EXTEND;Test-02;1;1
MR81;CONJUNCTIVE_CONTRACT;Test-05;4;15
MR637;COMPLETE_EXTEND;Test-36;3;3
MR285;DISJOINT_EXTEND;Test-15;2;2
MR175;COMPLETE_EXTEND;Test-09;2;2
MR934;CONJUNCTIVE_CONTRACT;Test-55;3;8
MR352;DISJOINT_EXTEND;Test-19;2;2
MR265;CONJUNCTIVE_CONTRACT;Test-14;3;3
MR139;COMPLETE_EXTEND;Test-07;2;2
MR36;CONJUNCTIVE_CONTRACT;Test-03;3;13
MR648;SHUFFLING_EXTEND;Test-37;2;2
MR1010;COMPLETE_EXTEND;Test-59;2;2
MR28;SHUFFLING_CONTRACT;Test-02;1;1
MR1041;SHUFFLING_EXTEND;Test-61;2;2
MR411;COMPLETE_EXTEND;Test-22;3;3
MR358;CONJUNCTIVE_CONTRACT;Test-20;3;7
MR417;CONJUNCTIVE_CONTRACT;Test-23;3;15
MR354;COMPLETE_EXTEND;Test-19;2;2
MR757;CONJUNCTIVE_CONTRACT;Test-44;3;15
MR77;CONJUNCTIVE_CONTRACT;Test-05;2;3
MR462;CONJUNCTIVE_CONTRACT;Test-25;3;8
MR835;COMPLETE_EXTEND;Test-49;2;2
MR578;CONJUNCTIVE_EXTEND;Test-32;2;3
MR975;CONJUNCTIVE_CONTRACT;Test-57;3;4
MR723;SHUFFLING_EXTEND;Test-42;2;2
MR241;CONJUNCTIVE_CONTRACT;Test-13;2;4
MR31;DISJOINT_EXTEND;Test-02;1;1
MR119;DISJOINT_EXTEND;Test-06;2;2
MR60;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR657;CONJUNCTIVE_CONTRACT;Test-38;4;4
MR157;COMPLETE_EXTEND;Test-08;2;2
MR45;CONJUNCTIVE_EXTEND;Test-03;1;4
MR833;DISJOINT_EXTEND;Test-49;2;2
MR957;DISJOINT_EXTEND;Test-56;2;2
MR776;CONJUNCTIVE_CONTRACT;Test-45;2;3
MR295;CONJUNCTIVE_CONTRACT;Test-16;2;6
MR449;SHUFFLING_EXTEND;Test-24;2;2
MR420;CONJUNCTIVE_CONTRACT;Test-23;2;6
MR242;CONJUNCTIVE_EXTEND;Test-13;1;3
MR545;COMPLETE_EXTEND;Test-30;3;3
MR102;CONJUNCTIVE_CONTRACT;Test-06;3;13
MR916;COMPLETE_EXTEND;Test-53;2;2
MR518;COMPLETE_EXTEND;Test-28;2;2
MR313;CONJUNCTIVE_CONTRACT;Test-17;3;5
MR534;EQUIVALENCE_EXTEND;Test-29;2;2
MR274;CONJUNCTIVE_EXTEND;Test-15;1;4
MR227;CONJUNCTIVE_CONTRACT;Test-12;3;7
MR429;CONJUNCTIVE_EXTEND;Test-23;1;3
MR1067;DISJOINT_EXTEND;Test-62;2;2
MR913;DISJOINT_EXTEND;Test-53;2;2
MR721;CONJUNCTIVE_EXTEND;Test-42;1;4
MR996;CONJUNCTIVE_CONTRACT;Test-59;2;4
MR314;CONJUNCTIVE_CONTRACT;Test-17;3;5
MR38;CONJUNCTIVE_CONTRACT;Test-03;2;7
MR414;CONJUNCTIVE_CONTRACT;Test-23;2;7
MR520;COMPLETE_EXTEND;Test-28;2;2
MR1069;COMPLETE_EXTEND;Test-62;2;2
MR460;CONJUNCTIVE_CONTRACT;Test-25;3;8
MR694;DISJOINT_EXTEND;Test-40;2;2
MR601;COMPLETE_EXTEND;Test-33;2;2
MR217;CONJUNCTIVE_CONTRACT;Test-12;3;7
MR343;CONJUNCTIVE_EXTEND;Test-19;1;4
MR749;DISJOINT_EXTEND;Test-43;2;2
MR1070;COMPLETE_EXTEND;Test-62;2;2
MR426;CONJUNCTIVE_EXTEND;Test-23;1;3
MR795;CONJUNCTIVE_CONTRACT;Test-47;3;4
MR695;COMPLETE_EXTEND;Test-40;2;2
MR277;CONJUNCTIVE_EXTEND;Test-15;1;3
MR1066;SHUFFLING_EXTEND;Test-62;2;2
MR748;DISJOINT_EXTEND;Test-43;2;2
MR23;CONJUNCTIVE_CONTRACT;Test-02;1;3
MR942;DISJOINT_EXTEND;Test-55;2;2
MR759;CONJUNCTIVE_CONTRACT;Test-44;2;7
MR215;CONJUNCTIVE_CONTRACT;Test-12;3;7
MR600;COMPLETE_EXTEND;Test-33;2;2
MR309;CONJUNCTIVE_CONTRACT;Test-17;3;5
MR530;DISJOINT_EXTEND;Test-29;2;2
MR639;CONJUNCTIVE_CONTRACT;Test-37;2;5
MR1036;CONJUNCTIVE_EXTEND;Test-61;1;4
MR1053;CONJUNCTIVE_CONTRACT;Test-62;4;14
MR371;DISJOINT_EXTEND;Test-20;2;2
MR455;CONJUNCTIVE_CONTRACT;Test-25;2;3
