MR;Type;STC;FUTCs;LocalDistance
MR18;SHUFFLING_EXTEND;Test-02;5;5
MR949;SHUFFLING_EXTEND;Test-55;6;6
MR512;CONJUNCTIVE_EXTEND;Test-29;2;7
MR770;CONJUNCTIVE_EXTEND;Test-44;4;5
MR80;SHUFFLING_EXTEND;Test-05;5;5
MR214;CONJUNCTIVE_CONTRACT;Test-12;6;7
MR596;SHUFFLING_EXTEND;Test-33;5;5
MR727;SHUFFLING_EXTEND;Test-42;5;5
MR552;CONJUNCTIVE_EXTEND;Test-31;3;8
MR897;SHUFFLING_EXTEND;Test-52;5;5
MR170;SHUFFLING_EXTEND;Test-09;5;5
MR325;SHUFFLING_EXTEND;Test-18;5;5
MR277;SHUFFLING_EXTEND;Test-15;4;4
MR451;SHUFFLING_EXTEND;Test-25;5;5
MR52;SHUFFLING_EXTEND;Test-04;4;4
MR695;SHUFFLING_EXTEND;Test-40;5;5
MR1061;CONJUNCTIVE_CONTRACT;Test-62;6;14
MR748;CONJUNCTIVE_EXTEND;Test-43;3;7
MR7;SHUFFLING_EXTEND;Test-01;6;6
MR21;COMPLETE_EXTEND;Test-02;3;3
MR683;SHUFFLING_EXTEND;Test-39;5;5
MR844;CONJUNCTIVE_EXTEND;Test-49;3;3
MR244;CONJUNCTIVE_EXTEND;Test-13;2;3
MR794;SHUFFLING_EXTEND;Test-45;4;4
MR828;SHUFFLING_EXTEND;Test-48;5;5
MR1063;SHUFFLING_EXTEND;Test-62;4;4
MR334;CONJUNCTIVE_EXTEND;Test-19;2;4
MR357;SHUFFLING_EXTEND;Test-20;4;4
MR299;COMPLETE_EXTEND;Test-16;3;3
MR397;CONJUNCTIVE_CONTRACT;Test-23;4;9
MR104;COMPLETE_EXTEND;Test-06;3;3
MR868;SHUFFLING_EXTEND;Test-50;5;5
MR561;SHUFFLING_EXTEND;Test-31;4;4
MR205;SHUFFLING_EXTEND;Test-11;4;4
MR914;CONJUNCTIVE_EXTEND;Test-53;2;6
MR522;SHUFFLING_EXTEND;Test-29;4;4
MR112;CONJUNCTIVE_CONTRACT;Test-07;4;6
MR885;SHUFFLING_EXTEND;Test-51;5;5
MR499;COMPLETE_EXTEND;Test-28;3;3
MR997;SHUFFLING_EXTEND;Test-58;4;4
MR19;DISJOINT_EXTEND;Test-02;2;2
MR776;SHUFFLING_EXTEND;Test-44;3;3
MR209;CONJUNCTIVE_CONTRACT;Test-12;5;7
MR47;CONJUNCTIVE_EXTEND;Test-04;2;5
MR23;CONJUNCTIVE_CONTRACT;Test-03;4;15
MR74;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR708;SHUFFLING_EXTEND;Test-41;3;3
MR1018;COMPLETE_EXTEND;Test-59;3;3
MR218;CONJUNCTIVE_CONTRACT;Test-12;5;7
MR22;COMPLETE_EXTEND;Test-02;2;2
MR433;SHUFFLING_EXTEND;Test-24;3;3
MR720;CONJUNCTIVE_CONTRACT;Test-42;5;13
MR1030;SHUFFLING_EXTEND;Test-60;4;4
MR967;CONJUNCTIVE_EXTEND;Test-56;2;5
MR990;SHUFFLING_EXTEND;Test-57;4;4
MR769;CONJUNCTIVE_CONTRACT;Test-44;3;5
MR264;SHUFFLING_EXTEND;Test-14;4;4
MR467;SHUFFLING_EXTEND;Test-26;3;3
MR142;CONJUNCTIVE_EXTEND;Test-08;1;8
MR752;SHUFFLING_EXTEND;Test-43;3;3
MR251;COMPLETE_EXTEND;Test-13;2;2
MR127;SHUFFLING_EXTEND;Test-07;3;3
MR269;CONJUNCTIVE_CONTRACT;Test-15;3;5
MR301;EQUIVALENCE_EXTEND;Test-16;2;2
MR470;COMPLETE_EXTEND;Test-26;3;3
MR167;CONJUNCTIVE_EXTEND;Test-09;2;3
MR1091;SHUFFLING_EXTEND;Test-64;3;3
MR394;SHUFFLING_EXTEND;Test-22;4;4
MR407;CONJUNCTIVE_EXTEND;Test-23;2;3
MR1043;CONJUNCTIVE_EXTEND;Test-61;2;3
MR285;CONJUNCTIVE_CONTRACT;Test-16;4;16
MR66;CONJUNCTIVE_CONTRACT;Test-05;4;15
MR577;SHUFFLING_EXTEND;Test-32;3;3
MR98;CONJUNCTIVE_EXTEND;Test-06;1;4
MR716;CONJUNCTIVE_CONTRACT;Test-42;4;13
MR406;CONJUNCTIVE_EXTEND;Test-23;2;3
MR425;CONJUNCTIVE_CONTRACT;Test-24;3;5
MR247;DISJOINT_EXTEND;Test-13;2;2
MR787;CONJUNCTIVE_CONTRACT;Test-45;3;6
MR331;CONJUNCTIVE_CONTRACT;Test-19;3;6
MR1010;CONJUNCTIVE_EXTEND;Test-59;2;4
MR480;SHUFFLING_EXTEND;Test-27;4;4
MR35;COMPLETE_EXTEND;Test-03;2;2
MR583;CONJUNCTIVE_CONTRACT;Test-33;4;12
MR76;CONJUNCTIVE_EXTEND;Test-05;2;3
MR555;CONJUNCTIVE_EXTEND;Test-31;2;4
MR221;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR145;CONJUNCTIVE_EXTEND;Test-08;2;3
MR421;CONJUNCTIVE_CONTRACT;Test-24;3;6
MR615;CONJUNCTIVE_CONTRACT;Test-35;3;7
MR773;CONJUNCTIVE_EXTEND;Test-44;2;3
MR856;CONJUNCTIVE_CONTRACT;Test-50;5;6
MR491;CONJUNCTIVE_EXTEND;Test-28;2;2
MR250;COMPLETE_EXTEND;Test-13;2;2
MR216;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR515;CONJUNCTIVE_EXTEND;Test-29;2;5
MR96;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR168;CONJUNCTIVE_EXTEND;Test-09;2;2
MR646;CONJUNCTIVE_EXTEND;Test-37;1;4
MR265;COMPLETE_EXTEND;Test-14;3;3
MR736;EQUIVALENCE_EXTEND;Test-42;2;4
MR20;DISJOINT_EXTEND;Test-02;1;1
MR215;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR248;DISJOINT_EXTEND;Test-13;2;2
MR300;COMPLETE_EXTEND;Test-16;2;2
MR313;COMPLETE_EXTEND;Test-17;3;3
MR271;CONJUNCTIVE_CONTRACT;Test-15;3;13
MR816;SHUFFLING_EXTEND;Test-47;3;3
MR410;SHUFFLING_EXTEND;Test-23;2;2
MR328;CONJUNCTIVE_CONTRACT;Test-19;3;10
MR369;CONJUNCTIVE_CONTRACT;Test-21;4;4
MR298;DISJOINT_EXTEND;Test-16;2;2
MR492;CONJUNCTIVE_EXTEND;Test-28;1;5
MR120;CONJUNCTIVE_CONTRACT;Test-07;4;12
MR312;SHUFFLING_EXTEND;Test-17;3;3
MR281;DISJOINT_EXTEND;Test-15;2;2
MR513;CONJUNCTIVE_EXTEND;Test-29;2;3
MR224;CONJUNCTIVE_CONTRACT;Test-12;4;7
