MR;Type;STC;FUTCs;LocalDistance
MR183;EQUIVALENCE_EXTEND;Test-43;2;3
MR150;DISJOINT_EXTEND;Test-33;1;1
MR256;DISJOINT_EXTEND;Test-64;2;2
MR48;DISJOINT_EXTEND;Test-10;1;1
MR106;DISJOINT_EXTEND;Test-24;1;1
MR24;DISJOINT_EXTEND;Test-06;1;1
MR94;EQUIVALENCE_EXTEND;Test-20;2;2
MR13;DISJOINT_EXTEND;Test-04;1;1
MR28;EQUIVALENCE_EXTEND;Test-06;1;1
MR39;EQUIVALENCE_EXTEND;Test-08;1;3
MR55;EQUIVALENCE_EXTEND;Test-10;1;2
MR162;EQUIVALENCE_EXTEND;Test-37;1;2
MR4;DISJOINT_EXTEND;Test-02;1;1
MR78;DISJOINT_EXTEND;Test-18;2;2
MR54;EQUIVALENCE_EXTEND;Test-10;2;2
MR246;EQUIVALENCE_EXTEND;Test-61;1;1
MR67;DISJOINT_EXTEND;Test-15;2;2
MR145;EQUIVALENCE_EXTEND;Test-32;1;3
MR36;DISJOINT_EXTEND;Test-08;1;1
MR236;DISJOINT_EXTEND;Test-59;1;1
MR57;DISJOINT_EXTEND;Test-11;1;1
MR8;DISJOINT_EXTEND;Test-03;1;1
MR109;DISJOINT_EXTEND;Test-24;1;1
MR222;EQUIVALENCE_EXTEND;Test-53;1;1
MR64;EQUIVALENCE_EXTEND;Test-13;1;1
MR242;DISJOINT_EXTEND;Test-60;1;1
MR201;DISJOINT_EXTEND;Test-49;1;1
MR169;DISJOINT_EXTEND;Test-42;2;2
MR30;DISJOINT_EXTEND;Test-07;1;1
MR14;DISJOINT_EXTEND;Test-04;1;1
MR11;DISJOINT_EXTEND;Test-04;1;1
MR172;DISJOINT_EXTEND;Test-42;1;1
MR166;DISJOINT_EXTEND;Test-41;1;1
MR241;DISJOINT_EXTEND;Test-60;2;2
MR157;DISJOINT_EXTEND;Test-35;2;2
MR126;EQUIVALENCE_EXTEND;Test-28;1;1
MR231;DISJOINT_EXTEND;Test-56;1;1
MR100;DISJOINT_EXTEND;Test-23;1;1
MR151;DISJOINT_EXTEND;Test-33;2;2
MR63;DISJOINT_EXTEND;Test-13;1;1
MR244;DISJOINT_EXTEND;Test-61;1;1
MR40;EQUIVALENCE_EXTEND;Test-08;1;1
MR233;EQUIVALENCE_EXTEND;Test-56;1;1
MR117;DISJOINT_EXTEND;Test-26;1;1
