MR;Type;STC;FUTCs;LocalDistance
MR148;SHUFFLING_EXTEND;Test-07;6;6
MR1021;CONJUNCTIVE_CONTRACT;Test-61;6;12
MR782;SHUFFLING_EXTEND;Test-45;6;6
MR257;SHUFFLING_EXTEND;Test-13;4;4
MR642;SHUFFLING_EXTEND;Test-35;5;5
MR615;SHUFFLING_EXTEND;Test-33;5;5
MR462;SHUFFLING_EXTEND;Test-25;6;6
MR959;CONJUNCTIVE_EXTEND;Test-56;3;6
MR996;SHUFFLING_EXTEND;Test-59;4;4
MR527;CONJUNCTIVE_EXTEND;Test-29;2;7
MR1057;SHUFFLING_EXTEND;Test-62;5;5
MR422;SHUFFLING_EXTEND;Test-23;4;4
MR567;SHUFFLING_EXTEND;Test-31;5;5
MR410;SHUFFLING_EXTEND;Test-22;5;5
MR984;SHUFFLING_EXTEND;Test-58;5;5
MR35;COMPLETE_EXTEND;Test-02;3;3
MR82;CONJUNCTIVE_CONTRACT;Test-05;6;15
MR291;SHUFFLING_EXTEND;Test-15;4;4
MR494;SHUFFLING_EXTEND;Test-27;6;6
MR306;SHUFFLING_EXTEND;Test-16;4;4
MR477;SHUFFLING_EXTEND;Test-26;4;4
MR242;SHUFFLING_EXTEND;Test-12;5;5
MR765;SHUFFLING_EXTEND;Test-44;4;4
MR338;SHUFFLING_EXTEND;Test-18;5;5
MR99;SHUFFLING_EXTEND;Test-05;4;4
MR631;SHUFFLING_EXTEND;Test-34;5;5
MR887;CONJUNCTIVE_EXTEND;Test-52;2;6
MR127;COMPLETE_EXTEND;Test-06;3;3
MR818;SHUFFLING_EXTEND;Test-48;5;5
MR516;COMPLETE_EXTEND;Test-28;3;3
MR281;SHUFFLING_EXTEND;Test-14;5;5
MR312;COMPLETE_EXTEND;Test-16;3;3
MR17;SHUFFLING_EXTEND;Test-01;6;6
MR350;CONJUNCTIVE_EXTEND;Test-19;2;4
MR373;SHUFFLING_EXTEND;Test-20;4;4
MR33;DISJOINT_EXTEND;Test-02;2;2
MR588;CONJUNCTIVE_EXTEND;Test-32;3;4
MR719;CONJUNCTIVE_CONTRACT;Test-42;5;13
MR183;CONJUNCTIVE_EXTEND;Test-09;2;3
MR256;CONJUNCTIVE_EXTEND;Test-13;2;3
MR834;SHUFFLING_EXTEND;Test-49;3;3
MR684;SHUFFLING_EXTEND;Test-39;4;4
MR1032;SHUFFLING_EXTEND;Test-61;3;3
MR34;COMPLETE_EXTEND;Test-02;2;2
MR85;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR1001;COMPLETE_EXTEND;Test-59;3;3
MR661;CONJUNCTIVE_EXTEND;Test-37;2;3
MR396;SHUFFLING_EXTEND;Test-21;4;4
MR762;CONJUNCTIVE_EXTEND;Test-44;2;4
MR973;SHUFFLING_EXTEND;Test-57;4;4
MR249;CONJUNCTIVE_CONTRACT;Test-13;3;7
MR747;SHUFFLING_EXTEND;Test-43;3;3
MR120;CONJUNCTIVE_EXTEND;Test-06;1;5
MR1089;SHUFFLING_EXTEND;Test-64;3;3
MR318;CONJUNCTIVE_CONTRACT;Test-17;4;5
MR481;COMPLETE_EXTEND;Test-26;3;3
MR300;CONJUNCTIVE_CONTRACT;Test-16;3;6
MR419;CONJUNCTIVE_EXTEND;Test-23;2;3
MR532;SHUFFLING_EXTEND;Test-29;3;3
MR153;EQUIVALENCE_EXTEND;Test-07;2;4
MR848;CONJUNCTIVE_CONTRACT;Test-50;5;6
MR36;COMPLETE_EXTEND;Test-02;2;2
MR118;CONJUNCTIVE_CONTRACT;Test-06;4;13
MR502;CONJUNCTIVE_CONTRACT;Test-28;3;5
MR202;CONJUNCTIVE_EXTEND;Test-10;2;4
MR890;SHUFFLING_EXTEND;Test-52;3;3
MR239;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR764;CONJUNCTIVE_EXTEND;Test-44;2;4
MR94;CONJUNCTIVE_CONTRACT;Test-05;5;15
MR352;CONJUNCTIVE_EXTEND;Test-19;2;3
MR937;CONJUNCTIVE_CONTRACT;Test-55;3;4
MR591;CONJUNCTIVE_EXTEND;Test-32;2;7
MR956;CONJUNCTIVE_EXTEND;Test-56;2;4
MR236;CONJUNCTIVE_CONTRACT;Test-12;4;7
MR368;CONJUNCTIVE_EXTEND;Test-20;2;5
MR565;CONJUNCTIVE_EXTEND;Test-31;2;4
MR55;COMPLETE_EXTEND;Test-03;2;2
