MR;Type;STC;FUTCs;LocalDistance
MR690;SHUFFLING_EXTEND;Test-39;4;4
MR256;SHUFFLING_EXTEND;Test-13;6;6
MR783;SHUFFLING_EXTEND;Test-45;6;6
MR361;SHUFFLING_EXTEND;Test-19;5;5
MR168;SHUFFLING_EXTEND;Test-09;5;5
MR323;COMPLETE_EXTEND;Test-16;3;3
MR295;SHUFFLING_EXTEND;Test-15;5;5
MR1052;SHUFFLING_EXTEND;Test-62;6;6
MR717;SHUFFLING_EXTEND;Test-41;5;5
MR197;SHUFFLING_EXTEND;Test-10;5;5
MR904;CONJUNCTIVE_EXTEND;Test-53;2;4
MR107;SHUFFLING_EXTEND;Test-06;5;5
MR637;SHUFFLING_EXTEND;Test-35;5;5
MR48;SHUFFLING_EXTEND;Test-03;5;5
MR10;CONJUNCTIVE_EXTEND;Test-01;1;13
MR35;COMPLETE_EXTEND;Test-02;3;3
MR664;SHUFFLING_EXTEND;Test-37;4;4
MR440;SHUFFLING_EXTEND;Test-23;4;4
MR242;SHUFFLING_EXTEND;Test-12;5;5
MR58;CONJUNCTIVE_EXTEND;Test-04;1;3
MR888;SHUFFLING_EXTEND;Test-52;5;5
MR935;SHUFFLING_EXTEND;Test-55;5;5
MR29;SHUFFLING_EXTEND;Test-02;3;3
MR997;SHUFFLING_EXTEND;Test-59;4;4
MR844;CONJUNCTIVE_CONTRACT;Test-50;6;6
MR754;CONJUNCTIVE_EXTEND;Test-43;2;5
MR831;SHUFFLING_EXTEND;Test-49;4;4
MR770;SHUFFLING_EXTEND;Test-44;3;3
MR1014;SHUFFLING_EXTEND;Test-60;5;5
MR725;CONJUNCTIVE_CONTRACT;Test-42;5;13
MR908;SHUFFLING_EXTEND;Test-53;4;4
MR886;CONJUNCTIVE_EXTEND;Test-52;3;6
MR293;CONJUNCTIVE_EXTEND;Test-15;1;7
MR819;SHUFFLING_EXTEND;Test-48;5;5
MR733;SHUFFLING_EXTEND;Test-42;3;3
MR953;CONJUNCTIVE_EXTEND;Test-56;2;5
MR983;SHUFFLING_EXTEND;Test-58;4;4
MR219;SHUFFLING_EXTEND;Test-11;4;4
MR31;DISJOINT_EXTEND;Test-02;2;2
MR533;COMPLETE_EXTEND;Test-28;3;3
MR806;SHUFFLING_EXTEND;Test-47;4;4
MR253;CONJUNCTIVE_EXTEND;Test-13;2;2
MR569;SHUFFLING_EXTEND;Test-30;5;5
MR111;COMPLETE_EXTEND;Test-06;3;3
MR581;SHUFFLING_EXTEND;Test-31;3;3
MR1001;COMPLETE_EXTEND;Test-59;3;3
MR544;CONJUNCTIVE_EXTEND;Test-29;2;7
MR612;SHUFFLING_EXTEND;Test-33;3;3
MR122;CONJUNCTIVE_CONTRACT;Test-07;5;12
MR33;COMPLETE_EXTEND;Test-02;2;2
MR12;SHUFFLING_EXTEND;Test-01;5;5
MR767;CONJUNCTIVE_CONTRACT;Test-44;3;7
