MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR405;CONJUNCTIVE_CONTRACT;Test-17;6;2;6;[term, specialOffers, feature, vrSupport, os, language];[term, vrSupport];[feature, language, os, specialOffers];[];[];[];[]
MR105;CONJUNCTIVE_CONTRACT;Test-05;6;3;6;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[language, price, selectedTypes];[numberOfPlayers];[os, vrSupport];[];[];[]
MR104;CONJUNCTIVE_CONTRACT;Test-05;6;2;6;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[price, selectedTypes, vrSupport];[language, numberOfPlayers, os];[];[];[];[]
MR272;SHUFFLING_CONTRACT;Test-11;10;1;1;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[sortBy];[];[];[];[];[]
MR385;CONJUNCTIVE_CONTRACT;Test-16;11;3;10;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[headsets, numberOfPlayers, price, selectedTypes, specialOffers, tag, vrSupport];[input, term];[playArea];[];[];[]
MR42;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, price, term, vrSupport];[language];[];[];[];[]
MR248;CONJUNCTIVE_EXTEND;Test-10;8;2;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[feature, os, selectedTypes, specialOffers];[playArea, price];[];[];[];[]
MR331;CONJUNCTIVE_CONTRACT;Test-14;9;3;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[language, os, playArea, selectedTypes, term];[specialOffers];[feature, vrSupport];[];[];[]
MR245;CONJUNCTIVE_EXTEND;Test-10;8;3;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[playArea, price, selectedTypes, specialOffers];[feature];[os];[];[];[]
MR144;CONJUNCTIVE_EXTEND;Test-06;10;3;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[vrSupport];[selectedTypes, tag];[language];[];[];[]
MR41;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[headsets, term];[feature, language, vrSupport];[price];[];[];[]
MR0;CONJUNCTIVE_CONTRACT;Test-01;7;4;6;[term, sortBy, price, feature, vrSupport, headsets, language];[term];[headsets, language, vrSupport];[price];[feature];[];[]
MR80;CONJUNCTIVE_CONTRACT;Test-04;5;3;4;[sortBy, price, tag, numberOfPlayers, feature];[numberOfPlayers, tag];[price];[feature];[];[];[]
MR94;CONJUNCTIVE_EXTEND;Test-04;5;3;9;[sortBy, price, tag, numberOfPlayers, feature];[headsets, input, language, selectedTypes, specialOffers];[os, term];[playArea, vrSupport];[];[];[]
MR176;EQUIVALENCE_EXTEND;Test-07;7;1;1;[term, price, specialOffers, tag, selectedTypes, feature, language];[sortBy:relevance];[];[];[];[];[]
MR121;EQUIVALENCE_EXTEND;Test-05;6;1;1;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[sortBy:relevance];[];[];[];[];[]
MR316;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, language, playArea, vrSupport];[tag];[];[];[];[]
MR212;CONJUNCTIVE_EXTEND;Test-09;8;1;6;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[feature, headsets, language, numberOfPlayers, specialOffers, vrSupport];[];[];[];[];[]
MR59;CONJUNCTIVE_CONTRACT;Test-03;11;4;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, input, language, playArea, specialOffers, tag, term, vrSupport];[headsets];[numberOfPlayers];[selectedTypes];[];[]
MR370;CONJUNCTIVE_EXTEND;Test-15;7;2;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[headsets, price, selectedTypes, specialOffers, tag];[language, os];[];[];[];[]
MR12;CONJUNCTIVE_EXTEND;Test-01;7;3;7;[term, sortBy, price, feature, vrSupport, headsets, language];[specialOffers, tag];[input, numberOfPlayers, os, selectedTypes];[playArea];[];[];[]
MR123;CONJUNCTIVE_CONTRACT;Test-06;10;2;9;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[feature, input, numberOfPlayers, os, playArea, price, specialOffers, term];[headsets];[];[];[];[]
MR357;CONJUNCTIVE_CONTRACT;Test-15;7;4;6;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[feature, vrSupport];[numberOfPlayers];[playArea, term];[input];[];[]
MR231;CONJUNCTIVE_CONTRACT;Test-10;8;2;7;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[language, term];[headsets, input, numberOfPlayers, tag, vrSupport];[];[];[];[]
MR86;CONJUNCTIVE_EXTEND;Test-04;5;1;9;[sortBy, price, tag, numberOfPlayers, feature];[headsets, input, language, os, playArea, selectedTypes, specialOffers, term, vrSupport];[];[];[];[];[]
MR44;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, language];[price, term, vrSupport];[];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-12;9;4;8;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[os];[feature, price, selectedTypes, specialOffers, tag];[vrSupport];[numberOfPlayers];[];[]
MR379;CONJUNCTIVE_CONTRACT;Test-16;11;2;10;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[headsets, input, numberOfPlayers, price, selectedTypes, specialOffers, tag, term, vrSupport];[playArea];[];[];[];[]
MR333;CONJUNCTIVE_CONTRACT;Test-14;9;3;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[feature, os, playArea, selectedTypes, term, vrSupport];[language];[specialOffers];[];[];[]
MR305;CONJUNCTIVE_CONTRACT;Test-13;8;3;8;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[headsets, price, selectedTypes];[feature, numberOfPlayers, os, specialOffers];[term];[];[];[]
MR68;CONJUNCTIVE_EXTEND;Test-03;11;2;2;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[price];[os];[];[];[];[]
MR51;SHUFFLING_EXTEND;Test-02;8;1;1;[sortBy:relevance, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[sortBy:releaseDate];[];[];[];[];[]
MR381;CONJUNCTIVE_CONTRACT;Test-16;11;4;10;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[input, numberOfPlayers, selectedTypes];[playArea, price, term, vrSupport];[headsets, tag];[specialOffers];[];[]
MR410;CONJUNCTIVE_CONTRACT;Test-17;6;2;6;[term, specialOffers, feature, vrSupport, os, language];[feature, language, os, specialOffers, vrSupport];[term];[];[];[];[]
MR92;CONJUNCTIVE_EXTEND;Test-04;5;3;9;[sortBy, price, tag, numberOfPlayers, feature];[input, os, playArea, specialOffers, vrSupport];[language, selectedTypes, term];[headsets];[];[];[]
MR291;CONJUNCTIVE_EXTEND;Test-12;9;3;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[input, language, playArea];[term];[headsets];[];[];[]
MR54;CONJUNCTIVE_CONTRACT;Test-03;11;1;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, headsets, input, language, numberOfPlayers, playArea, selectedTypes, specialOffers, tag, term, vrSupport];[];[];[];[];[]
