MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR230;CONJUNCTIVE_EXTEND;Test-10;8;3;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[feature, playArea, specialOffers];[selectedTypes];[os, price];[];[];[]
MR55;CONJUNCTIVE_CONTRACT;Test-03;11;4;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[headsets, input, language, numberOfPlayers, selectedTypes, tag, term];[specialOffers];[feature, playArea];[vrSupport];[];[]
MR367;CONJUNCTIVE_EXTEND;Test-15;7;2;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[headsets, os, selectedTypes, tag];[language, price, specialOffers];[];[];[];[]
MR56;CONJUNCTIVE_CONTRACT;Test-03;11;5;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[headsets, input, language, playArea, specialOffers, term];[selectedTypes, tag];[feature];[numberOfPlayers];[vrSupport];[]
MR275;CONJUNCTIVE_CONTRACT;Test-12;9;4;8;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[specialOffers];[feature, numberOfPlayers, price, selectedTypes, vrSupport];[tag];[os];[];[]
MR173;CONJUNCTIVE_CONTRACT;Test-08;10;3;9;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[os, playArea, tag, vrSupport];[headsets, price];[numberOfPlayers, selectedTypes, term];[];[];[]
MR268;CONJUNCTIVE_CONTRACT;Test-12;9;3;8;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[feature, numberOfPlayers, selectedTypes, specialOffers, tag];[os, vrSupport];[price];[];[];[]
MR227;CONJUNCTIVE_EXTEND;Test-10;8;2;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[playArea, specialOffers];[feature, os, price, selectedTypes];[];[];[];[]
MR33;CONJUNCTIVE_CONTRACT;Test-02;8;4;7;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[tag];[input, numberOfPlayers, playArea, specialOffers];[selectedTypes];[os];[];[]
MR43;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, language, price, term];[headsets];[vrSupport];[];[];[]
MR404;CONJUNCTIVE_CONTRACT;Test-17;6;2;6;[term, specialOffers, feature, vrSupport, os, language];[language, os, term, vrSupport];[feature, specialOffers];[];[];[];[]
MR242;CONJUNCTIVE_CONTRACT;Test-11;10;1;9;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[feature, headsets, input, os, playArea, price, selectedTypes, specialOffers, tag];[];[];[];[];[]
MR116;CONJUNCTIVE_CONTRACT;Test-06;10;2;9;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[feature, headsets, input, numberOfPlayers, os, price];[playArea, specialOffers, term];[];[];[];[]
MR356;CONJUNCTIVE_CONTRACT;Test-15;7;2;6;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[feature, input, numberOfPlayers, playArea, vrSupport];[term];[];[];[];[]
MR362;CONJUNCTIVE_EXTEND;Test-15;7;3;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[price, specialOffers];[headsets, language, tag];[os, selectedTypes];[];[];[]
MR377;CONJUNCTIVE_CONTRACT;Test-16;11;3;10;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[headsets, input, playArea, price, selectedTypes, specialOffers, tag, vrSupport];[term];[numberOfPlayers];[];[];[]
MR84;CONJUNCTIVE_EXTEND;Test-04;5;4;9;[sortBy, price, tag, numberOfPlayers, feature];[selectedTypes];[headsets, input, playArea, term];[language, specialOffers, vrSupport];[os];[];[]
MR123;CONJUNCTIVE_CONTRACT;Test-06;10;1;9;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[feature, headsets, input, numberOfPlayers, os, playArea, price, specialOffers, term];[];[];[];[];[]
MR260;CONJUNCTIVE_EXTEND;Test-11;10;3;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language, term];[vrSupport];[numberOfPlayers];[];[];[]
MR181;CONJUNCTIVE_EXTEND;Test-08;10;3;4;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[language];[input, specialOffers];[feature];[];[];[]
MR149;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets];[input, numberOfPlayers, playArea, vrSupport];[os];[];[];[]
MR279;CONJUNCTIVE_EXTEND;Test-12;9;3;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[input, playArea, term];[language];[headsets];[];[];[]
MR310;CONJUNCTIVE_EXTEND;Test-13;8;3;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[playArea, tag, vrSupport];[input];[language];[];[];[]
MR139;CONJUNCTIVE_CONTRACT;Test-07;7;3;7;[term, price, specialOffers, tag, selectedTypes, feature, language];[feature, language, price, tag];[selectedTypes, term];[specialOffers];[];[];[]
MR408;CONJUNCTIVE_EXTEND;Test-17;6;1;7;[term, specialOffers, feature, vrSupport, os, language];[headsets, input, numberOfPlayers, playArea, price, selectedTypes, tag];[];[];[];[];[]
MR150;CONJUNCTIVE_EXTEND;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[numberOfPlayers, os, playArea];[headsets, input, vrSupport];[];[];[];[]
MR350;CONJUNCTIVE_CONTRACT;Test-15;7;4;6;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[input, vrSupport];[numberOfPlayers, term];[feature];[playArea];[];[]
MR225;CONJUNCTIVE_CONTRACT;Test-10;8;3;7;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[headsets, input, tag];[numberOfPlayers];[language, term, vrSupport];[];[];[]
MR302;CONJUNCTIVE_CONTRACT;Test-13;8;3;8;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[feature, numberOfPlayers, selectedTypes, term];[headsets, os, specialOffers];[price];[];[];[]
MR31;CONJUNCTIVE_CONTRACT;Test-02;8;3;7;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[input, os, playArea, tag];[numberOfPlayers, specialOffers];[selectedTypes];[];[];[]
MR152;CONJUNCTIVE_EXTEND;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets, input, numberOfPlayers, playArea];[os, vrSupport];[];[];[];[]
MR132;CONJUNCTIVE_EXTEND;Test-06;10;3;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[language];[selectedTypes, tag];[vrSupport];[];[];[]
MR290;SHUFFLING_CONTRACT;Test-12;9;1;1;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[sortBy];[];[];[];[];[]
MR104;CONJUNCTIVE_EXTEND;Test-05;6;2;7;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[headsets, input, tag, term];[feature, playArea, specialOffers];[];[];[];[]
MR409;CONJUNCTIVE_EXTEND;Test-17;6;2;7;[term, specialOffers, feature, vrSupport, os, language];[input, numberOfPlayers, playArea, price, selectedTypes, tag];[headsets];[];[];[];[]
MR211;CONJUNCTIVE_EXTEND;Test-09;8;2;6;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[feature, headsets, specialOffers];[language, numberOfPlayers, vrSupport];[];[];[];[]
MR133;CONJUNCTIVE_EXTEND;Test-06;10;3;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[selectedTypes];[vrSupport];[language, tag];[];[];[]
MR247;CONJUNCTIVE_CONTRACT;Test-11;10;2;9;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[headsets, input, os, playArea, price, selectedTypes, specialOffers, tag];[feature];[];[];[];[]
MR257;CONJUNCTIVE_EXTEND;Test-11;10;3;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[numberOfPlayers, term];[vrSupport];[language];[];[];[]
MR265;DISJOINT_EXTEND;Test-11;10;3;3;[sortBy, price, specialOffers, tag, selectedTypes:games, feature, headsets, input, playArea, os];[selectedTypes:software];[selectedTypes:downloableContent];[selectedTypes:demos];[];[];[]
MR94;CONJUNCTIVE_CONTRACT;Test-05;6;2;6;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[numberOfPlayers, os];[language, price, selectedTypes, vrSupport];[];[];[];[]
MR180;CONJUNCTIVE_EXTEND;Test-08;10;3;4;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[input, language];[feature];[specialOffers];[];[];[]
MR89;CONJUNCTIVE_CONTRACT;Test-05;6;1;6;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[language, numberOfPlayers, os, price, selectedTypes, vrSupport];[];[];[];[];[]
MR79;CONJUNCTIVE_EXTEND;Test-04;5;3;9;[sortBy, price, tag, numberOfPlayers, feature];[headsets, input, language, os, selectedTypes, specialOffers, vrSupport];[term];[playArea];[];[];[]
MR198;CONJUNCTIVE_CONTRACT;Test-09;8;3;7;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[playArea];[input, price, selectedTypes, tag, term];[os];[];[];[]
MR215;DISJOINT_EXTEND;Test-09;8;4;4;[term, sortBy, price, tag, selectedTypes:games, input, playArea, os];[selectedTypes:software];[selectedTypes:downloableContent];[selectedTypes:demos];[selectedTypes:soundtracks];[];[]
MR401;CONJUNCTIVE_CONTRACT;Test-17;6;3;6;[term, specialOffers, feature, vrSupport, os, language];[language, specialOffers, vrSupport];[os, term];[feature];[];[];[]
MR416;CONJUNCTIVE_EXTEND;Test-17;6;2;7;[term, specialOffers, feature, vrSupport, os, language];[headsets, input, numberOfPlayers, price, selectedTypes, tag];[playArea];[];[];[];[]
MR134;CONJUNCTIVE_EXTEND;Test-06;10;2;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[selectedTypes, tag, vrSupport];[language];[];[];[];[]
MR11;CONJUNCTIVE_EXTEND;Test-01;7;2;7;[term, sortBy, price, feature, vrSupport, headsets, language];[input, numberOfPlayers, os, playArea, selectedTypes, tag];[specialOffers];[];[];[];[]
MR142;CONJUNCTIVE_CONTRACT;Test-07;7;4;7;[term, price, specialOffers, tag, selectedTypes, feature, language];[feature, price, tag];[specialOffers];[term];[language, selectedTypes];[];[]
MR28;CONJUNCTIVE_CONTRACT;Test-02;8;3;7;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[numberOfPlayers, os, playArea];[input, selectedTypes, specialOffers];[tag];[];[];[]
MR357;CONJUNCTIVE_EXTEND;Test-15;7;3;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[tag];[headsets, language, os, selectedTypes, specialOffers];[price];[];[];[]
MR406;CONJUNCTIVE_CONTRACT;Test-17;6;3;6;[term, specialOffers, feature, vrSupport, os, language];[feature, language, os, term];[vrSupport];[specialOffers];[];[];[]
MR369;CONJUNCTIVE_EXTEND;Test-15;7;3;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[price, specialOffers];[language, selectedTypes, tag];[headsets, os];[];[];[]
MR336;CONJUNCTIVE_EXTEND;Test-14;9;3;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, price, tag];[input];[numberOfPlayers];[];[];[]
MR366;CONJUNCTIVE_EXTEND;Test-15;7;3;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[headsets, language, selectedTypes, specialOffers];[os, tag];[price];[];[];[]
MR111;DISJOINT_EXTEND;Test-05;6;3;3;[price, selectedTypes:games, numberOfPlayers, vrSupport, os, language];[selectedTypes:software];[selectedTypes:downloableContent];[selectedTypes:demos];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-12;9;3;8;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[numberOfPlayers, os, price, selectedTypes, specialOffers];[feature, vrSupport];[tag];[];[];[]
MR184;CONJUNCTIVE_EXTEND;Test-08;10;2;4;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[feature, language, specialOffers];[input];[];[];[];[]
MR303;CONJUNCTIVE_CONTRACT;Test-13;8;2;8;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[feature, headsets, numberOfPlayers, os, specialOffers, term];[price, selectedTypes];[];[];[];[]
MR254;CONJUNCTIVE_EXTEND;Test-11;10;3;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language, numberOfPlayers];[term];[vrSupport];[];[];[]
MR383;CONJUNCTIVE_CONTRACT;Test-16;11;1;10;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[headsets, input, numberOfPlayers, playArea, price, selectedTypes, specialOffers, tag, term, vrSupport];[];[];[];[];[]
MR155;CONJUNCTIVE_EXTEND;Test-07;7;5;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[os];[headsets];[input, playArea];[numberOfPlayers];[vrSupport];[]
MR10;CONJUNCTIVE_EXTEND;Test-01;7;3;7;[term, sortBy, price, feature, vrSupport, headsets, language];[numberOfPlayers];[input, os, selectedTypes, specialOffers, tag];[playArea];[];[];[]
MR109;CONJUNCTIVE_EXTEND;Test-05;6;3;7;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, headsets, input, tag, term];[playArea];[specialOffers];[];[];[]
MR160;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets, numberOfPlayers, playArea];[vrSupport];[os];[input];[];[]
MR223;CONJUNCTIVE_CONTRACT;Test-10;8;2;7;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[headsets, language, numberOfPlayers, tag, term, vrSupport];[input];[];[];[];[]
MR418;EQUIVALENCE_EXTEND;Test-17;6;1;1;[term, specialOffers, feature, vrSupport, os, language];[sortBy:relevance];[];[];[];[];[]
MR177;CONJUNCTIVE_EXTEND;Test-08;10;2;4;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[language];[feature, input, specialOffers];[];[];[];[]
MR235;CONJUNCTIVE_EXTEND;Test-10;8;3;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[playArea, price, specialOffers];[feature, os];[selectedTypes];[];[];[]
MR316;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, language, playArea, tag];[vrSupport];[];[];[];[]
MR38;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[language, term];[feature, headsets, price, vrSupport];[];[];[];[]
MR78;CONJUNCTIVE_EXTEND;Test-04;5;6;9;[sortBy, price, tag, numberOfPlayers, feature];[selectedTypes];[os, term];[input];[language];[headsets, specialOffers, vrSupport];[playArea]
MR222;CONJUNCTIVE_CONTRACT;Test-10;8;3;7;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[input, language, numberOfPlayers];[term, vrSupport];[headsets, tag];[];[];[]
MR35;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, language, price, term, vrSupport];[headsets];[];[];[];[]
MR141;CONJUNCTIVE_CONTRACT;Test-07;7;1;7;[term, price, specialOffers, tag, selectedTypes, feature, language];[feature, language, price, selectedTypes, specialOffers, tag, term];[];[];[];[];[]
MR42;CONJUNCTIVE_EXTEND;Test-02;8;5;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, language];[headsets];[term];[vrSupport];[price];[]
MR322;CONJUNCTIVE_CONTRACT;Test-14;9;5;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[feature, language, vrSupport];[playArea, selectedTypes];[os];[term];[specialOffers];[]
MR405;CONJUNCTIVE_CONTRACT;Test-17;6;3;6;[term, specialOffers, feature, vrSupport, os, language];[feature, os, vrSupport];[language, specialOffers];[term];[];[];[]
MR311;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, language, tag];[playArea, vrSupport];[];[];[];[]
MR340;CONJUNCTIVE_EXTEND;Test-14;9;3;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, numberOfPlayers];[input, price];[tag];[];[];[]
MR342;SHUFFLING_EXTEND;Test-14;9;4;4;[term, sortBy:relevance, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[sortBy:releaseDate];[sortBy:name];[sortBy:lowestPrice];[sortBy:highestPrice];[];[]
MR63;SHUFFLING_EXTEND;Test-03;11;6;6;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[sortBy:relevance];[sortBy:releaseDate];[sortBy:name];[sortBy:lowestPrice];[sortBy:highestPrice];[sortBy:userReviews]
MR137;CONJUNCTIVE_CONTRACT;Test-07;7;3;7;[term, price, specialOffers, tag, selectedTypes, feature, language];[specialOffers, term];[selectedTypes, tag];[feature, language, price];[];[];[]
MR194;CONJUNCTIVE_CONTRACT;Test-09;8;2;7;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[os, playArea, price, selectedTypes, tag, term];[input];[];[];[];[]
MR417;SHUFFLING_EXTEND;Test-17;6;3;3;[term, specialOffers, feature, vrSupport, os, language];[sortBy:relevance];[sortBy:releaseDate];[sortBy:name];[];[];[]
MR319;EQUIVALENCE_EXTEND;Test-13;8;1;1;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[sortBy:relevance];[];[];[];[];[]
MR81;CONJUNCTIVE_EXTEND;Test-04;5;2;9;[sortBy, price, tag, numberOfPlayers, feature];[headsets, language, os, playArea, selectedTypes, specialOffers, term];[input, vrSupport];[];[];[];[]
MR24;CONJUNCTIVE_CONTRACT;Test-02;8;3;7;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[numberOfPlayers, os, specialOffers, tag];[playArea, selectedTypes];[input];[];[];[]
MR52;CONJUNCTIVE_CONTRACT;Test-03;11;2;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, headsets, input, language, playArea, selectedTypes, specialOffers, tag, term, vrSupport];[numberOfPlayers];[];[];[];[]
MR203;CONJUNCTIVE_EXTEND;Test-09;8;1;6;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[feature, headsets, language, numberOfPlayers, specialOffers, vrSupport];[];[];[];[];[]
MR231;CONJUNCTIVE_EXTEND;Test-10;8;2;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[feature, os, playArea, selectedTypes, specialOffers];[price];[];[];[];[]
MR183;CONJUNCTIVE_EXTEND;Test-08;10;2;4;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[input, language, specialOffers];[feature];[];[];[];[]
MR44;CONJUNCTIVE_EXTEND;Test-02;8;1;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, language, price, term, vrSupport];[];[];[];[];[]
MR151;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[playArea];[input, numberOfPlayers, vrSupport];[headsets];[os];[];[]
MR71;CONJUNCTIVE_CONTRACT;Test-04;5;2;4;[sortBy, price, tag, numberOfPlayers, feature];[numberOfPlayers, tag];[feature, price];[];[];[];[]
MR317;SHUFFLING_EXTEND;Test-13;8;3;3;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[sortBy:relevance];[sortBy:releaseDate];[sortBy:name];[];[];[]
MR58;CONJUNCTIVE_CONTRACT;Test-03;11;6;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, language, playArea, specialOffers, term];[numberOfPlayers];[input];[selectedTypes];[headsets];[vrSupport]
MR363;CONJUNCTIVE_EXTEND;Test-15;7;5;7;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[specialOffers];[headsets, price, tag];[os];[language];[selectedTypes];[]
MR158;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets, input, playArea];[vrSupport];[numberOfPlayers, os];[];[];[]
MR300;CONJUNCTIVE_CONTRACT;Test-13;8;2;8;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[feature, numberOfPlayers, os, selectedTypes, specialOffers, term];[headsets, price];[];[];[];[]
MR346;CONJUNCTIVE_CONTRACT;Test-15;7;3;6;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[playArea, vrSupport];[feature, input, numberOfPlayers];[term];[];[];[]
MR99;CONJUNCTIVE_EXTEND;Test-05;6;3;7;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, headsets, input, specialOffers, tag];[playArea];[term];[];[];[]
MR196;CONJUNCTIVE_CONTRACT;Test-09;8;4;7;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[os, selectedTypes, tag];[playArea];[input, price];[term];[];[]
MR407;CONJUNCTIVE_EXTEND;Test-17;6;3;7;[term, specialOffers, feature, vrSupport, os, language];[selectedTypes];[headsets, input, numberOfPlayers, price, tag];[playArea];[];[];[]
MR323;CONJUNCTIVE_CONTRACT;Test-14;9;4;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[feature, selectedTypes];[term];[language, os, playArea, vrSupport];[specialOffers];[];[]
MR101;CONJUNCTIVE_EXTEND;Test-05;6;2;7;[price, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, headsets, input, playArea, specialOffers, term];[tag];[];[];[];[]
MR157;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[os];[headsets, input, vrSupport];[numberOfPlayers];[playArea];[];[]
MR344;CONJUNCTIVE_CONTRACT;Test-15;7;2;6;[term, sortBy, numberOfPlayers, feature, vrSupport, input, playArea];[input, numberOfPlayers, playArea, term, vrSupport];[feature];[];[];[];[]
MR16;CONJUNCTIVE_EXTEND;Test-01;7;2;7;[term, sortBy, price, feature, vrSupport, headsets, language];[numberOfPlayers, os, playArea, selectedTypes, specialOffers];[input, tag];[];[];[];[]
MR261;CONJUNCTIVE_EXTEND;Test-11;10;2;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language];[numberOfPlayers, term, vrSupport];[];[];[];[]
MR169;CONJUNCTIVE_CONTRACT;Test-08;10;2;9;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[numberOfPlayers, os, playArea, price, selectedTypes, tag, term];[headsets, vrSupport];[];[];[];[]
MR68;CONJUNCTIVE_CONTRACT;Test-04;5;2;4;[sortBy, price, tag, numberOfPlayers, feature];[feature, numberOfPlayers, price];[tag];[];[];[];[]
MR234;CONJUNCTIVE_EXTEND;Test-10;8;3;6;[term, sortBy, tag, numberOfPlayers, vrSupport, headsets, input, language];[os, price, specialOffers];[feature, selectedTypes];[playArea];[];[];[]
MR148;CONJUNCTIVE_CONTRACT;Test-07;7;4;7;[term, price, specialOffers, tag, selectedTypes, feature, language];[feature, language, price, selectedTypes];[specialOffers];[term];[tag];[];[]
MR8;CONJUNCTIVE_CONTRACT;Test-01;7;3;6;[term, sortBy, price, feature, vrSupport, headsets, language];[feature, headsets, term, vrSupport];[price];[language];[];[];[]
MR298;CONJUNCTIVE_CONTRACT;Test-13;8;5;8;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[headsets, specialOffers];[feature, os];[numberOfPlayers, term];[selectedTypes];[price];[]
MR400;CONJUNCTIVE_CONTRACT;Test-17;6;4;6;[term, specialOffers, feature, vrSupport, os, language];[feature, os];[language];[term];[specialOffers, vrSupport];[];[]
MR127;CONJUNCTIVE_EXTEND;Test-06;10;2;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[language, selectedTypes, tag];[vrSupport];[];[];[];[]
MR53;CONJUNCTIVE_CONTRACT;Test-03;11;3;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, input, language, numberOfPlayers, playArea, selectedTypes, specialOffers, tag, term];[vrSupport];[headsets];[];[];[]
MR83;CONJUNCTIVE_EXTEND;Test-04;5;1;9;[sortBy, price, tag, numberOfPlayers, feature];[headsets, input, language, os, playArea, selectedTypes, specialOffers, term, vrSupport];[];[];[];[];[]
MR197;CONJUNCTIVE_CONTRACT;Test-09;8;2;7;[term, sortBy, price, tag, selectedTypes, input, playArea, os];[input, os, playArea, price, tag, term];[selectedTypes];[];[];[];[]
MR329;CONJUNCTIVE_CONTRACT;Test-14;9;2;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[feature, os, playArea, selectedTypes, specialOffers, term, vrSupport];[language];[];[];[];[]
MR136;SHUFFLING_EXTEND;Test-06;10;1;1;[term, sortBy:lowestPrice, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[sortBy:relevance];[];[];[];[];[]
MR165;CONJUNCTIVE_CONTRACT;Test-08;10;2;9;[term, sortBy, price, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[selectedTypes, term];[headsets, numberOfPlayers, os, playArea, price, tag, vrSupport];[];[];[];[]
MR57;CONJUNCTIVE_CONTRACT;Test-03;11;2;11;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[feature, headsets, input, language, selectedTypes, specialOffers, term, vrSupport];[numberOfPlayers, playArea, tag];[];[];[];[]
MR328;CONJUNCTIVE_CONTRACT;Test-14;9;4;8;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[specialOffers];[feature, language, selectedTypes, term, vrSupport];[os];[playArea];[];[]
MR118;CONJUNCTIVE_CONTRACT;Test-06;10;2;9;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[feature, numberOfPlayers, os, playArea];[headsets, input, price, specialOffers, term];[];[];[];[]
MR243;CONJUNCTIVE_CONTRACT;Test-11;10;3;9;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[headsets, input, os, specialOffers, tag];[playArea, price, selectedTypes];[feature];[];[];[]
