MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR95;CONJUNCTIVE_EXTEND;Test-02;21;3;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, keyword, plot, release_date_end, sound_mix];[];[];[US_certificates, color_info, companies, popularity_max, user_rating_max];[];[];[genres];[];[];[];[];[];[];[];[];[];[];[]
MR719;CONJUNCTIVE_EXTEND;Test-14;23;2;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, instant_watch_options, keyword, number_votes_min, popularity_max, popularity_min, release_date_end, user_rating_max];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR843;CONJUNCTIVE_EXTEND;Test-16;21;1;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, filming_locations, keyword, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_end, runtime_min, title_data, title_type];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR367;CONJUNCTIVE_EXTEND;Test-07;20;4;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, plot, popularity_min, runtime_max, title_data];[];[];[instant_watch_options, title_type];[];[];[companies, filming_locations];[];[];[popularity_max, title_groups, user_rating_max];[];[];[];[];[];[];[];[]
MR363;CONJUNCTIVE_EXTEND;Test-07;20;4;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, title_data, user_rating_max];[];[];[companies, title_groups, title_type];[];[];[US_certificates, instant_watch_options, plot];[];[];[popularity_max, popularity_min, runtime_max];[];[];[];[];[];[];[];[]
MR1014;CONJUNCTIVE_CONTRACT;Test-20;22;2;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, companies, countries, genres, instant_watch_options, plot, popularity_max, popularity_min, runtime_max, title_data, title_groups, title_type, user_rating_max];[];[];[color_info, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR773;CONJUNCTIVE_EXTEND;Test-15;18;4;13;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_min, release_date_end, title_groups];[];[];[popularity_max, release_date_start, runtime_min];[];[];[cast_crew, keyword, number_votes_max, number_votes_min, runtime_max, user_rating_max];[];[];[filming_locations];[];[];[];[];[];[];[];[]
MR904;CONJUNCTIVE_CONTRACT;Test-18;20;4;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, genres, number_votes_min, popularity_max, title_data, title_groups, user_rating_min];[];[];[color_info, companies, release_date_end];[];[];[languages, runtime_min];[];[];[US_certificates];[];[];[];[];[];[];[]
MR925;CONJUNCTIVE_CONTRACT;Test-18;20;2;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, companies, number_votes_min, popularity_max, release_date_end, runtime_min, title_data, title_groups, user_rating_min];[];[];[cast_crew, genres, languages];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR489;CONJUNCTIVE_CONTRACT;Test-10;20;3;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[countries, instant_watch_options, languages];[];[];[color_info, companies, number_votes_max, number_votes_min, popularity_max, runtime_max, sound_mix, title_data, title_groups, user_rating_min];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[]
MR895;CONJUNCTIVE_EXTEND;Test-17;18;5;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, instant_watch_options, keyword];[];[];[plot, popularity_max, popularity_min, title_groups, title_type, user_rating_max];[];[];[number_votes_max];[];[];[languages];[];[];[user_rating_min];[];[];[];[];[]
MR583;CONJUNCTIVE_EXTEND;Test-11;24;4;8;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword];[];[];[companies, instant_watch_options, number_votes_max, release_date_start];[];[];[release_date_end, title_type];[];[];[title_groups];[];[];[];[];[];[];[];[]
MR738;CONJUNCTIVE_EXTEND;Test-14;23;2;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, instant_watch_options, popularity_max, popularity_min, release_date_end, release_date_start, user_rating_max];[];[];[keyword, number_votes_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR64;CONJUNCTIVE_CONTRACT;Test-02;21;3;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, languages, number_votes_max, number_votes_min, popularity_min, runtime_max, runtime_min, title_groups, title_type, user_rating_min];[];[];[countries, release_date_start, title_data];[];[];[filming_locations];[];[];[];[];[];[];[];[];[];[]
MR569;CONJUNCTIVE_EXTEND;Test-11;24;2;8;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, instant_watch_options, keyword, release_date_end, release_date_start, title_groups, title_type];[];[];[number_votes_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR959;CONJUNCTIVE_CONTRACT;Test-19;16;3;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations, languages, release_date_start, sound_mix];[];[];[title_data];[];[];[US_certificates, companies, popularity_max, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR404;CONJUNCTIVE_EXTEND;Test-08;20;2;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, countries, keyword, number_votes_max, number_votes_min, popularity_max, title_groups, user_rating_min];[];[];[release_date_end, sound_mix];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR761;CONJUNCTIVE_CONTRACT;Test-15;18;3;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, countries, genres, sound_mix, title_data, title_type];[];[];[companies, instant_watch_options, languages, plot];[];[];[US_certificates, user_rating_min];[];[];[];[];[];[];[];[];[];[]
MR355;CONJUNCTIVE_EXTEND;Test-07;20;3;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_data, title_groups, title_type];[];[];[US_certificates, companies, filming_locations, instant_watch_options, plot, popularity_max, popularity_min, runtime_max];[];[];[user_rating_max];[];[];[];[];[];[];[];[];[];[];[]
MR103;CONJUNCTIVE_EXTEND;Test-02;21;4;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword];[];[];[US_certificates, instant_watch_options, sound_mix, user_rating_max];[];[];[companies, genres, plot, popularity_max, release_date_end];[];[];[color_info];[];[];[];[];[];[];[];[]
MR641;DISJOINT_EXTEND;Test-12;17;1;1;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles:Include, display_options_format, display_options_page_size, sorted_by];[];[];[adult_titles:Exclude];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR457;CONJUNCTIVE_EXTEND;Test-09;23;3;9;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, number_votes_max, number_votes_min, runtime_max, sound_mix, user_rating_min];[];[];[release_date_start];[];[];[popularity_max, popularity_min];[];[];[];[];[];[];[];[];[];[];[]
MR73;CONJUNCTIVE_CONTRACT;Test-02;21;3;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[popularity_min, release_date_start, runtime_min, title_groups];[];[];[cast_crew, filming_locations, languages, number_votes_max, number_votes_min, runtime_max, title_type, user_rating_min];[];[];[countries, title_data];[];[];[];[];[];[];[];[];[];[]
MR483;CONJUNCTIVE_CONTRACT;Test-10;20;2;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, countries, instant_watch_options, languages, number_votes_max, number_votes_min, popularity_max, release_date_start, runtime_max, title_data, title_groups, user_rating_min];[];[];[sound_mix];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR734;CONJUNCTIVE_EXTEND;Test-14;23;4;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, user_rating_max];[];[];[countries, keyword, popularity_max, popularity_min, release_date_end];[];[];[number_votes_min];[];[];[release_date_start];[];[];[];[];[];[];[];[]
MR721;CONJUNCTIVE_EXTEND;Test-14;23;3;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, keyword, popularity_max, popularity_min, user_rating_max];[];[];[countries, number_votes_min, release_date_end];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR249;CONJUNCTIVE_EXTEND;Test-05;19;4;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, languages, number_votes_min, release_date_start, runtime_min];[];[];[cast_crew, popularity_min, user_rating_max];[];[];[color_info, number_votes_max, title_data];[];[];[plot];[];[];[];[];[];[];[];[]
MR289;CONJUNCTIVE_CONTRACT;Test-06;21;4;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, genres, number_votes_max, number_votes_min, popularity_max, runtime_max, title_data, title_groups, user_rating_max];[];[];[instant_watch_options, plot];[];[];[popularity_min];[];[];[companies];[];[];[];[];[];[];[]
MR821;CONJUNCTIVE_CONTRACT;Test-16;21;4;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[sound_mix, title_groups];[];[];[US_certificates, cast_crew, color_info, countries, genres, instant_watch_options, plot, release_date_start, runtime_max, user_rating_max];[];[];[user_rating_min];[];[];[languages];[];[];[];[];[];[];[]
MR855;CONJUNCTIVE_CONTRACT;Test-17;18;1;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, filming_locations, genres, number_votes_min, release_date_end, release_date_start, runtime_max, runtime_min, sound_mix, title_data];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR187;CONJUNCTIVE_CONTRACT;Test-04;21;3;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, release_date_end, title_groups, user_rating_min];[];[];[title_type];[];[];[filming_locations, instant_watch_options, plot, sound_mix, title_data];[];[];[];[];[];[];[];[];[];[]
MR682;CONJUNCTIVE_EXTEND;Test-13;21;3;10;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, keyword, release_date_start, runtime_max, runtime_min, user_rating_min];[];[];[genres, user_rating_max];[];[];[color_info, popularity_max];[];[];[];[];[];[];[];[];[];[];[]
MR222;CONJUNCTIVE_CONTRACT;Test-05;19;5;13;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[countries, genres, keyword, popularity_max, release_date_end, runtime_max, sound_mix];[];[];[US_certificates, companies, user_rating_min];[];[];[filming_locations];[];[];[title_groups];[];[];[title_type];[];[];[];[]
MR1000;CONJUNCTIVE_EXTEND;Test-19;16;3;16;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, color_info, countries, genres, instant_watch_options, keyword, number_votes_max, plot, popularity_min, runtime_max, runtime_min, title_groups, user_rating_min];[];[];[release_date_end, title_type];[];[];[number_votes_min];[];[];[];[];[];[];[];[];[];[];[]
MR726;CONJUNCTIVE_EXTEND;Test-14;23;2;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, instant_watch_options, keyword, number_votes_min, popularity_max, popularity_min, release_date_start, user_rating_max];[];[];[release_date_end];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR130;CONJUNCTIVE_CONTRACT;Test-03;24;5;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, instant_watch_options, keyword, languages, popularity_min, runtime_min, sound_mix, title_groups, user_rating_max];[];[];[genres];[];[];[release_date_start];[];[];[number_votes_max, popularity_max];[];[];[number_votes_min];[];[];[];[]
MR837;CONJUNCTIVE_EXTEND;Test-16;21;6;10;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, runtime_min];[];[];[number_votes_max, popularity_max, popularity_min];[];[];[title_type];[];[];[number_votes_min, release_date_end];[];[];[companies];[];[];[filming_locations];[];[]
MR127;CONJUNCTIVE_CONTRACT;Test-03;24;3;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, languages, runtime_min];[];[];[cast_crew, countries, keyword, number_votes_max, number_votes_min, release_date_start, title_groups, user_rating_max];[];[];[color_info, companies, genres, instant_watch_options, popularity_max, popularity_min, sound_mix];[];[];[];[];[];[];[];[];[];[]
MR789;CONJUNCTIVE_EXTEND;Test-15;18;5;13;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, popularity_min, release_date_start];[];[];[keyword, number_votes_min, popularity_max, runtime_max];[];[];[number_votes_max, release_date_end, runtime_min, user_rating_max];[];[];[cast_crew];[];[];[title_groups];[];[];[];[];[]
MR371;CONJUNCTIVE_EXTEND;Test-07;20;3;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, filming_locations, instant_watch_options, plot, runtime_max, title_data, title_groups, title_type];[];[];[popularity_min, user_rating_max];[];[];[popularity_max];[];[];[];[];[];[];[];[];[];[];[]
MR1031;CONJUNCTIVE_CONTRACT;Test-20;22;2;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, countries, genres, instant_watch_options, plot, popularity_max, runtime_max, title_data, title_groups, title_type, user_rating_max];[];[];[popularity_min, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR612;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, companies, instant_watch_options, keyword, popularity_min, release_date_start, runtime_min, user_rating_max];[];[];[runtime_max];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[]
MR439;CONJUNCTIVE_CONTRACT;Test-09;23;5;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[countries, genres, instant_watch_options, keyword, plot, release_date_end, runtime_min, title_data, title_groups, title_type, user_rating_max];[];[];[US_certificates];[];[];[cast_crew, filming_locations];[];[];[companies];[];[];[languages];[];[];[];[]
MR94;CONJUNCTIVE_EXTEND;Test-02;21;2;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, genres, keyword, plot, sound_mix, user_rating_max];[];[];[US_certificates, instant_watch_options, popularity_max, release_date_end];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR858;CONJUNCTIVE_CONTRACT;Test-17;18;2;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[countries];[];[];[cast_crew, color_info, filming_locations, genres, number_votes_min, release_date_end, release_date_start, runtime_max, runtime_min, sound_mix, title_data];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR245;CONJUNCTIVE_EXTEND;Test-05;19;5;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, number_votes_max, number_votes_min, popularity_min, release_date_start, user_rating_max];[];[];[cast_crew, plot, title_data];[];[];[instant_watch_options];[];[];[languages];[];[];[runtime_min];[];[];[];[];[]
MR836;CONJUNCTIVE_EXTEND;Test-16;21;4;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, popularity_max, title_data];[];[];[filming_locations, keyword, number_votes_max, popularity_min, release_date_end];[];[];[number_votes_min];[];[];[runtime_min, title_type];[];[];[];[];[];[];[];[]
MR256;CONJUNCTIVE_EXTEND;Test-05;19;2;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, color_info, languages, number_votes_max, number_votes_min, plot, popularity_min, release_date_start, runtime_min, title_data];[];[];[instant_watch_options, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR600;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[instant_watch_options];[];[];[cast_crew, runtime_min];[];[];[companies, keyword, popularity_min, release_date_start, runtime_max, title_groups, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR914;CONJUNCTIVE_CONTRACT;Test-18;20;3;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, release_date_end];[];[];[companies, genres, number_votes_min, popularity_max, runtime_min, title_data];[];[];[color_info, languages, title_groups, user_rating_min];[];[];[];[];[];[];[];[];[];[]
MR290;CONJUNCTIVE_CONTRACT;Test-06;21;4;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, genres, plot, popularity_max, title_data];[];[];[number_votes_max, number_votes_min, runtime_max, title_groups, user_rating_max];[];[];[instant_watch_options];[];[];[popularity_min];[];[];[];[];[];[];[]
MR497;CONJUNCTIVE_CONTRACT;Test-10;20;3;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, instant_watch_options, languages, popularity_max, sound_mix, title_data];[];[];[companies, countries, number_votes_max, number_votes_min, release_date_start, runtime_max, user_rating_min];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[]
MR503;CONJUNCTIVE_CONTRACT;Test-10;20;6;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[number_votes_max, release_date_start];[];[];[color_info];[];[];[instant_watch_options, number_votes_min, runtime_max];[];[];[companies, countries, title_groups];[];[];[languages, popularity_max, sound_mix, title_data];[];[];[user_rating_min];[]
MR640;SHUFFLING_EXTEND;Test-12;17;2;2;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Popularity Descending];[];[];[sorted_by:Popularity Ascending];[];[];[sorted_by:A-Z Ascending];[];[];[];[];[];[];[];[];[];[];[];[]
MR79;CONJUNCTIVE_CONTRACT;Test-02;21;3;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations, languages, runtime_min, title_data, title_groups];[];[];[cast_crew, number_votes_max, title_type];[];[];[countries, number_votes_min, popularity_min, release_date_start, runtime_max, user_rating_min];[];[];[];[];[];[];[];[];[];[]
MR207;CONJUNCTIVE_EXTEND;Test-04;21;2;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[genres, keyword, languages, number_votes_max, popularity_max, popularity_min, release_date_start, runtime_max, runtime_min, user_rating_max];[];[];[number_votes_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
