MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR10;CONJUNCTIVE_CONTRACT;Test-01;20;3;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[keyword, languages, plot, popularity_max];[];[];[US_certificates, color_info, companies, genres, instant_watch_options, release_date_end, sound_mix, title_data];[];[];[user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR891;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_groups];[];[];[companies, plot, popularity_max, title_type, user_rating_min];[];[];[US_certificates, instant_watch_options, keyword, languages, number_votes_max, popularity_min, user_rating_max];[];[];[];[];[];[];[];[];[];[];[]
MR76;CONJUNCTIVE_CONTRACT;Test-02;21;3;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, filming_locations, languages, number_votes_max, popularity_min, runtime_min, title_groups];[];[];[number_votes_min, runtime_max, title_data];[];[];[release_date_start, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[]
MR869;CONJUNCTIVE_CONTRACT;Test-17;18;2;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, filming_locations, number_votes_min, release_date_end, release_date_start, runtime_max, runtime_min, sound_mix, title_data];[];[];[genres];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR161;DISJOINT_EXTEND;Test-03;24;1;1;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings:Restrict to Titles I've Seen, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[];[your_ratings:Exclude Titles I've Seen];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR731;CONJUNCTIVE_EXTEND;Test-14;23;3;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, keyword, number_votes_min, popularity_min, release_date_end];[];[];[instant_watch_options, release_date_start, user_rating_max];[];[];[popularity_max];[];[];[];[];[];[];[];[];[];[];[]
MR68;CONJUNCTIVE_CONTRACT;Test-02;21;4;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[runtime_max];[];[];[title_data, user_rating_min];[];[];[cast_crew, countries, filming_locations, number_votes_min, popularity_min, release_date_start, runtime_min, title_groups, title_type];[];[];[languages, number_votes_max];[];[];[];[];[];[];[]
MR817;CONJUNCTIVE_CONTRACT;Test-16;21;3;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, genres, instant_watch_options, languages, release_date_start, runtime_max, sound_mix, title_groups, user_rating_max];[];[];[US_certificates, plot, user_rating_min];[];[];[countries];[];[];[];[];[];[];[];[];[];[]
MR619;CONJUNCTIVE_EXTEND;Test-12;17;2;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, countries, filming_locations, genres, languages, number_votes_min, plot, release_date_end, sound_mix, title_data, title_type];[];[];[number_votes_max, popularity_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1035;CONJUNCTIVE_EXTEND;Test-20;22;3;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, languages, number_votes_max, number_votes_min, release_date_start];[];[];[US_certificates, runtime_min, sound_mix];[];[];[filming_locations, release_date_end];[];[];[];[];[];[];[];[];[];[];[]
MR750;CONJUNCTIVE_CONTRACT;Test-15;18;2;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, companies, genres, instant_watch_options, languages, plot, sound_mix, title_data, title_type, user_rating_min];[];[];[countries];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR813;CONJUNCTIVE_CONTRACT;Test-16;21;4;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[instant_watch_options, release_date_start];[];[];[cast_crew, countries, languages, plot, runtime_max, sound_mix, title_groups, user_rating_min];[];[];[US_certificates, color_info, genres];[];[];[user_rating_max];[];[];[];[];[];[];[]
MR742;CONJUNCTIVE_EXTEND;Test-14;23;2;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, instant_watch_options, popularity_max, popularity_min, user_rating_max];[];[];[keyword, number_votes_min, release_date_end, release_date_start];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR937;CONJUNCTIVE_EXTEND;Test-18;20;1;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, instant_watch_options, keyword, number_votes_max, plot, popularity_min, release_date_start, runtime_max, sound_mix, title_type, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR53;SHUFFLING_EXTEND;Test-01;20;3;3;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Popularity Descending];[];[];[sorted_by:Popularity Ascending];[];[];[sorted_by:A-Z Ascending];[];[];[sorted_by:A-Z Descending];[];[];[];[];[];[];[];[];[]
MR901;DISJOINT_EXTEND;Test-17;18;1;1;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings:Exclude Titles I've Seen, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[];[your_ratings:Restrict to Titles I've Seen];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR173;CONJUNCTIVE_CONTRACT;Test-04;21;3;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, countries, filming_locations, instant_watch_options, plot, release_date_end, title_data, title_groups];[];[];[sound_mix, title_type];[];[];[US_certificates, user_rating_min];[];[];[];[];[];[];[];[];[];[]
MR38;CONJUNCTIVE_EXTEND;Test-01;20;4;12;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[number_votes_max, runtime_max];[];[];[cast_crew, filming_locations, number_votes_min, popularity_min, release_date_start, runtime_min, title_groups, user_rating_min];[];[];[title_type];[];[];[countries];[];[];[];[];[];[];[];[]
MR492;CONJUNCTIVE_CONTRACT;Test-10;20;4;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[countries, languages, number_votes_min, popularity_max, release_date_start, runtime_max, sound_mix];[];[];[number_votes_max, title_data, title_groups, user_rating_min];[];[];[color_info];[];[];[companies, instant_watch_options];[];[];[];[];[];[];[]
MR373;SHUFFLING_EXTEND;Test-07;20;2;2;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Popularity Descending];[];[];[sorted_by:Popularity Ascending];[];[];[sorted_by:A-Z Ascending];[];[];[];[];[];[];[];[];[];[];[];[]
MR607;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, instant_watch_options, keyword, popularity_min, runtime_max];[];[];[release_date_start, runtime_min, title_groups, user_rating_max];[];[];[companies];[];[];[];[];[];[];[];[];[];[]
MR86;CONJUNCTIVE_EXTEND;Test-02;21;4;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates];[];[];[color_info, genres, instant_watch_options, popularity_max, release_date_end, user_rating_max];[];[];[companies];[];[];[keyword, plot, sound_mix];[];[];[];[];[];[];[];[]
MR945;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, keyword, plot, release_date_start, runtime_max, sound_mix, title_type];[];[];[countries, number_votes_max, popularity_min, user_rating_max];[];[];[instant_watch_options];[];[];[];[];[];[];[];[];[];[];[]
MR868;CONJUNCTIVE_CONTRACT;Test-17;18;5;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations, genres, release_date_end, release_date_start, runtime_min, title_data];[];[];[number_votes_min, runtime_max, sound_mix];[];[];[color_info];[];[];[countries];[];[];[cast_crew];[];[];[];[]
MR33;CONJUNCTIVE_EXTEND;Test-01;20;3;12;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_type];[];[];[countries, filming_locations, number_votes_max, popularity_min, release_date_start, runtime_max, runtime_min, title_groups];[];[];[cast_crew, number_votes_min, user_rating_min];[];[];[];[];[];[];[];[];[];[];[]
