MR;Type;STC;FUTCs;LocalDistance
MR0;CONJUNCTIVE_CONTRACT;Test-01;1;2
MR4;COMPLETE_EXTEND;Test-01;4;4
MR8;DISJOINT_EXTEND;Test-02;5;5
MR17;CONJUNCTIVE_CONTRACT;Test-08;1;2
MR7;CONJUNCTIVE_EXTEND;Test-02;1;1
MR18;CONJUNCTIVE_EXTEND;Test-08;1;1
MR12;CONJUNCTIVE_CONTRACT;Test-05;1;3
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;2
MR3;DISJOINT_EXTEND;Test-01;1;1
MR11;COMPLETE_EXTEND;Test-04;4;4
MR19;CONJUNCTIVE_CONTRACT;Test-10;2;3
MR2;CONJUNCTIVE_EXTEND;Test-01;1;1
MR15;DISJOINT_EXTEND;Test-07;4;4
MR13;DISJOINT_EXTEND;Test-05;1;1
MR9;DISJOINT_EXTEND;Test-03;4;4
MR6;CONJUNCTIVE_CONTRACT;Test-02;2;2
MR14;DISJOINT_EXTEND;Test-06;5;5
MR5;CONJUNCTIVE_CONTRACT;Test-02;1;2
MR10;CONJUNCTIVE_EXTEND;Test-04;1;3
MR16;CONJUNCTIVE_CONTRACT;Test-08;2;2
MR20;CONJUNCTIVE_CONTRACT;Test-10;3;3
