MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR199;CONJUNCTIVE_EXTEND;Test-13;7;2;3;[id, reference, new_client, customer, total, status, order];[delivery, from];[to];[];[];[];[]
MR144;CONJUNCTIVE_CONTRACT;Test-10;7;2;5;[reference, delivery, customer, total, payment, status, order];[customer, delivery, reference, total];[status];[];[];[];[]
MR127;CONJUNCTIVE_CONTRACT;Test-09;8;2;6;[id, reference, delivery, customer, total, payment, status, order];[customer, status];[delivery, id, reference, total];[];[];[];[]
MR47;CONJUNCTIVE_CONTRACT;Test-04;5;2;4;[id, total, status, to, order];[to, total];[id, status];[];[];[];[]
MR105;CONJUNCTIVE_CONTRACT;Test-08;5;1;4;[id, new_client, delivery, status, order];[delivery, id, new_client, status];[];[];[];[];[]
MR15;DISJOINT_EXTEND;Test-01;7;1;1;[id, reference, new_client:yes, total, payment, status, order];[new_client:no];[];[];[];[];[]
MR98;CONJUNCTIVE_EXTEND;Test-07;8;2;3;[id, reference, new_client, delivery, customer, total, payment, order];[status, to];[from];[];[];[];[]
MR237;SHUFFLING_CONTRACT;Test-15;5;1;1;[id, reference, payment, status, order];[order];[];[];[];[];[]
MR202;CONJUNCTIVE_EXTEND;Test-13;7;2;3;[id, reference, new_client, customer, total, status, order];[from, to];[delivery];[];[];[];[]
MR56;CONJUNCTIVE_EXTEND;Test-04;5;2;5;[id, total, status, to, order];[delivery];[customer, from, new_client, reference];[];[];[];[]
MR83;CONJUNCTIVE_CONTRACT;Test-06;9;3;7;[reference, new_client, customer, total, payment, status, from, to, order];[customer, from, new_client];[reference, total];[status, to];[];[];[]
MR212;CONJUNCTIVE_CONTRACT;Test-14;5;2;4;[reference, delivery, status, to, order];[status];[delivery, reference, to];[];[];[];[]
MR185;CONJUNCTIVE_EXTEND;Test-12;8;2;3;[id, new_client, customer, total, payment, from, to, order];[reference, status];[delivery];[];[];[];[]
MR93;CONJUNCTIVE_CONTRACT;Test-07;8;1;6;[id, reference, new_client, delivery, customer, total, payment, order];[customer, delivery, id, new_client, reference, total];[];[];[];[];[]
MR109;CONJUNCTIVE_CONTRACT;Test-08;5;3;4;[id, new_client, delivery, status, order];[id, status];[delivery];[new_client];[];[];[]
MR100;CONJUNCTIVE_EXTEND;Test-07;8;1;3;[id, reference, new_client, delivery, customer, total, payment, order];[from, status, to];[];[];[];[];[]
MR252;SHUFFLING_CONTRACT;Test-16;9;1;1;[id, new_client, delivery, customer, total, payment, status, to, order];[order];[];[];[];[];[]
MR210;CONJUNCTIVE_CONTRACT;Test-14;5;2;4;[reference, delivery, status, to, order];[delivery, to];[reference, status];[];[];[];[]
MR86;CONJUNCTIVE_EXTEND;Test-06;9;2;2;[reference, new_client, customer, total, payment, status, from, to, order];[delivery];[id];[];[];[];[]
MR128;CONJUNCTIVE_CONTRACT;Test-09;8;4;6;[id, reference, delivery, customer, total, payment, status, order];[customer, total];[delivery, reference];[status];[id];[];[]
MR125;CONJUNCTIVE_CONTRACT;Test-09;8;3;6;[id, reference, delivery, customer, total, payment, status, order];[customer, delivery, status, total];[id];[reference];[];[];[]
MR163;CONJUNCTIVE_CONTRACT;Test-11;9;3;7;[id, reference, new_client, delivery, payment, status, from, to, order];[delivery, reference, to];[from, new_client];[id, status];[];[];[]
MR273;CONJUNCTIVE_CONTRACT;Test-18;10;4;8;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[delivery, reference];[id, to, total];[status];[customer, new_client];[];[]
MR267;CONJUNCTIVE_EXTEND;Test-17;5;5;6;[reference, delivery, total, payment, order];[from];[id];[new_client, status];[customer];[to];[]
MR36;CONJUNCTIVE_EXTEND;Test-03;4;4;6;[delivery, customer, from, order];[new_client];[id, reference, status];[total];[to];[];[]
MR206;DISJOINT_EXTEND;Test-13;7;1;1;[id, reference, new_client:yes, customer, total, status, order];[new_client:no];[];[];[];[];[]
MR143;CONJUNCTIVE_CONTRACT;Test-10;7;4;5;[reference, delivery, customer, total, payment, status, order];[total];[delivery];[customer, reference];[status];[];[]
MR14;SHUFFLING_EXTEND;Test-01;7;2;2;[id, reference, new_client, total, payment, status, order:id descending];[order:id ascending];[order:reference ascending];[];[];[];[]
MR198;CONJUNCTIVE_CONTRACT;Test-13;7;2;6;[id, reference, new_client, customer, total, status, order];[id, new_client, reference, status, total];[customer];[];[];[];[]
MR102;SHUFFLING_CONTRACT;Test-07;8;1;1;[id, reference, new_client, delivery, customer, total, payment, order];[order];[];[];[];[];[]
MR281;SHUFFLING_CONTRACT;Test-18;10;1;1;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[order];[];[];[];[];[]
MR200;CONJUNCTIVE_EXTEND;Test-13;7;2;3;[id, reference, new_client, customer, total, status, order];[to];[delivery, from];[];[];[];[]
MR204;SHUFFLING_CONTRACT;Test-13;7;1;1;[id, reference, new_client, customer, total, status, order];[order];[];[];[];[];[]
MR13;SHUFFLING_CONTRACT;Test-01;7;1;1;[id, reference, new_client, total, payment, status, order];[order];[];[];[];[];[]
MR45;CONJUNCTIVE_CONTRACT;Test-04;5;1;4;[id, total, status, to, order];[id, status, to, total];[];[];[];[];[]
MR106;CONJUNCTIVE_CONTRACT;Test-08;5;2;4;[id, new_client, delivery, status, order];[delivery, new_client, status];[id];[];[];[];[]
MR68;CONJUNCTIVE_CONTRACT;Test-05;9;4;7;[reference, new_client, delivery, customer, payment, status, from, to, order];[customer, new_client, status];[reference];[from];[delivery, to];[];[]
