MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR181;CONJUNCTIVE_EXTEND;Test-12;8;2;3;[id, new_client, customer, total, payment, from, to, order];[reference, status];[delivery];[];[];[];[]
MR238;COMPLETE_EXTEND;Test-15;5;2;2;[id, reference, payment, status, order];[new_client:yes];[new_client:no];[];[];[];[]
MR241;CONJUNCTIVE_CONTRACT;Test-16;9;3;7;[id, new_client, delivery, customer, total, payment, status, to, order];[customer, id, new_client, status];[total];[delivery, to];[];[];[]
MR86;CONJUNCTIVE_EXTEND;Test-06;9;1;2;[reference, new_client, customer, total, payment, status, from, to, order];[delivery, id];[];[];[];[];[]
MR234;CONJUNCTIVE_EXTEND;Test-15;5;3;6;[id, reference, payment, status, order];[customer, from, total];[new_client];[delivery, to];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-18;10;3;8;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[customer, new_client, to];[id, reference];[delivery, status, total];[];[];[]
MR263;CONJUNCTIVE_EXTEND;Test-17;5;2;6;[reference, delivery, total, payment, order];[from, id, new_client, to];[customer, status];[];[];[];[]
MR188;CONJUNCTIVE_CONTRACT;Test-13;7;2;6;[id, reference, new_client, customer, total, status, order];[id, new_client, status, total];[customer, reference];[];[];[];[]
MR278;CONJUNCTIVE_CONTRACT;Test-18;10;5;8;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[id, reference, status];[delivery, total];[new_client];[to];[customer];[]
MR18;CONJUNCTIVE_CONTRACT;Test-02;11;5;9;[id, reference, new_client, delivery, customer, total, payment, status, from, to, order];[from];[id, reference];[customer, status, total];[delivery, new_client];[to];[]
MR139;SHUFFLING_EXTEND;Test-09;8;3;3;[id, reference, delivery, customer, total, payment, status, order:id descending];[order:id ascending];[order:reference ascending];[order:reference descending];[];[];[]
MR5;CONJUNCTIVE_CONTRACT;Test-01;7;2;5;[id, reference, new_client, total, payment, status, order];[id, new_client, reference, status];[total];[];[];[];[]
MR124;SHUFFLING_EXTEND;Test-08;5;1;1;[id, new_client, delivery, status, order:id descending];[order:id ascending];[];[];[];[];[]
MR6;CONJUNCTIVE_CONTRACT;Test-01;7;2;5;[id, reference, new_client, total, payment, status, order];[id, new_client, reference, total];[status];[];[];[];[]
MR224;CONJUNCTIVE_CONTRACT;Test-15;5;2;3;[id, reference, payment, status, order];[reference, status];[id];[];[];[];[]
MR112;CONJUNCTIVE_CONTRACT;Test-08;5;3;4;[id, new_client, delivery, status, order];[delivery, id];[status];[new_client];[];[];[]
MR186;SHUFFLING_EXTEND;Test-12;8;1;1;[id, new_client, customer, total, payment, from, to, order:delivery ascending];[order:id ascending];[];[];[];[];[]
MR176;CONJUNCTIVE_CONTRACT;Test-12;8;3;6;[id, new_client, customer, total, payment, from, to, order];[id, to, total];[from];[customer, new_client];[];[];[]
MR217;CONJUNCTIVE_EXTEND;Test-14;5;3;5;[reference, delivery, status, to, order];[customer, from, id];[new_client];[total];[];[];[]
MR256;CONJUNCTIVE_CONTRACT;Test-17;5;2;3;[reference, delivery, total, payment, order];[delivery, reference];[total];[];[];[];[]
MR163;CONJUNCTIVE_CONTRACT;Test-11;9;4;7;[id, reference, new_client, delivery, payment, status, from, to, order];[delivery];[id, new_client, reference];[from, status];[to];[];[]
MR77;CONJUNCTIVE_CONTRACT;Test-06;9;3;7;[reference, new_client, customer, total, payment, status, from, to, order];[customer, from, new_client, reference, status];[total];[to];[];[];[]
MR166;CONJUNCTIVE_EXTEND;Test-11;9;1;2;[id, reference, new_client, delivery, payment, status, from, to, order];[customer, total];[];[];[];[];[]
MR206;CONJUNCTIVE_CONTRACT;Test-14;5;2;4;[reference, delivery, status, to, order];[delivery, reference, to];[status];[];[];[];[]
MR205;CONJUNCTIVE_CONTRACT;Test-14;5;2;4;[reference, delivery, status, to, order];[reference, status];[delivery, to];[];[];[];[]
MR164;CONJUNCTIVE_CONTRACT;Test-11;9;3;7;[id, reference, new_client, delivery, payment, status, from, to, order];[delivery, id, reference, to];[from, new_client];[status];[];[];[]
MR255;CONJUNCTIVE_CONTRACT;Test-17;5;2;3;[reference, delivery, total, payment, order];[delivery];[reference, total];[];[];[];[]
MR96;CONJUNCTIVE_CONTRACT;Test-07;8;3;6;[id, reference, new_client, delivery, customer, total, payment, order];[new_client, total];[customer, id];[delivery, reference];[];[];[]
MR248;CONJUNCTIVE_EXTEND;Test-16;9;2;2;[id, new_client, delivery, customer, total, payment, status, to, order];[reference];[from];[];[];[];[]
MR269;SHUFFLING_EXTEND;Test-17;5;3;3;[reference, delivery, total, payment, order:id descending];[order:id ascending];[order:reference ascending];[order:reference descending];[];[];[]
