MR;Type;STC;FUTCs;LocalDistance
MR237;CONJUNCTIVE_EXTEND;Test-16;2;2
MR74;SHUFFLING_CONTRACT;Test-05;1;1
MR243;CONJUNCTIVE_CONTRACT;Test-17;2;3
MR11;CONJUNCTIVE_EXTEND;Test-01;2;4
MR216;CONJUNCTIVE_EXTEND;Test-15;1;6
MR107;CONJUNCTIVE_CONTRACT;Test-08;3;4
MR48;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR181;CONJUNCTIVE_CONTRACT;Test-13;6;6
MR156;CONJUNCTIVE_CONTRACT;Test-11;2;7
MR134;CONJUNCTIVE_EXTEND;Test-09;3;3
MR99;CONJUNCTIVE_EXTEND;Test-07;1;3
MR19;CONJUNCTIVE_CONTRACT;Test-02;3;9
MR210;SHUFFLING_EXTEND;Test-14;2;2
MR30;CONJUNCTIVE_CONTRACT;Test-03;3;3
MR236;CONJUNCTIVE_EXTEND;Test-16;1;2
MR71;CONJUNCTIVE_EXTEND;Test-05;1;2
MR49;CONJUNCTIVE_CONTRACT;Test-04;1;4
MR224;SHUFFLING_EXTEND;Test-15;4;4
MR93;CONJUNCTIVE_CONTRACT;Test-07;3;6
MR81;CONJUNCTIVE_CONTRACT;Test-06;1;7
MR188;CONJUNCTIVE_EXTEND;Test-13;2;3
MR130;CONJUNCTIVE_CONTRACT;Test-09;2;6
MR173;CONJUNCTIVE_EXTEND;Test-12;3;3
MR119;CONJUNCTIVE_EXTEND;Test-08;1;5
MR244;CONJUNCTIVE_CONTRACT;Test-17;3;3
MR202;CONJUNCTIVE_EXTEND;Test-14;3;5
MR217;CONJUNCTIVE_EXTEND;Test-15;3;6
MR112;CONJUNCTIVE_CONTRACT;Test-08;2;4
MR66;CONJUNCTIVE_CONTRACT;Test-05;2;7
MR209;SHUFFLING_CONTRACT;Test-14;1;1
MR219;CONJUNCTIVE_EXTEND;Test-15;2;6
MR21;CONJUNCTIVE_CONTRACT;Test-02;3;9
MR212;CONJUNCTIVE_CONTRACT;Test-15;1;3
MR44;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR95;CONJUNCTIVE_CONTRACT;Test-07;1;6
MR149;CONJUNCTIVE_EXTEND;Test-10;2;4
MR225;COMPLETE_EXTEND;Test-15;2;2
MR111;CONJUNCTIVE_CONTRACT;Test-08;3;4
MR144;CONJUNCTIVE_EXTEND;Test-10;2;4
MR92;CONJUNCTIVE_CONTRACT;Test-07;2;6
MR106;CONJUNCTIVE_CONTRACT;Test-08;1;4
MR200;CONJUNCTIVE_CONTRACT;Test-14;3;4
MR117;CONJUNCTIVE_EXTEND;Test-08;4;5
MR6;CONJUNCTIVE_EXTEND;Test-01;4;4
MR38;CONJUNCTIVE_EXTEND;Test-03;4;6
MR177;DISJOINT_EXTEND;Test-12;1;1
MR40;SHUFFLING_CONTRACT;Test-03;1;1
MR33;CONJUNCTIVE_EXTEND;Test-03;1;6
MR162;CONJUNCTIVE_EXTEND;Test-11;2;2
MR25;CONJUNCTIVE_CONTRACT;Test-02;2;9
MR42;COMPLETE_EXTEND;Test-03;2;2
MR137;COMPLETE_EXTEND;Test-09;2;2
MR41;SHUFFLING_EXTEND;Test-03;1;1
MR136;SHUFFLING_EXTEND;Test-09;2;2
MR254;CONJUNCTIVE_EXTEND;Test-17;2;6
MR69;CONJUNCTIVE_CONTRACT;Test-05;2;7
MR37;CONJUNCTIVE_EXTEND;Test-03;4;6
MR39;CONJUNCTIVE_EXTEND;Test-03;4;6
MR8;CONJUNCTIVE_EXTEND;Test-01;2;4
MR201;CONJUNCTIVE_EXTEND;Test-14;2;5
MR191;SHUFFLING_CONTRACT;Test-13;1;1
MR12;CONJUNCTIVE_EXTEND;Test-01;2;4
MR163;SHUFFLING_CONTRACT;Test-11;1;1
MR20;CONJUNCTIVE_CONTRACT;Test-02;2;9
MR174;CONJUNCTIVE_EXTEND;Test-12;3;3
MR34;CONJUNCTIVE_EXTEND;Test-03;4;6
MR128;CONJUNCTIVE_CONTRACT;Test-09;1;6
MR26;SHUFFLING_CONTRACT;Test-02;1;1
MR197;CONJUNCTIVE_CONTRACT;Test-14;1;4
MR182;CONJUNCTIVE_CONTRACT;Test-13;3;6
MR208;CONJUNCTIVE_EXTEND;Test-14;3;5
MR2;CONJUNCTIVE_CONTRACT;Test-01;2;5
MR158;CONJUNCTIVE_CONTRACT;Test-11;4;7
MR94;CONJUNCTIVE_CONTRACT;Test-07;4;6
MR259;CONJUNCTIVE_CONTRACT;Test-18;4;8
MR50;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR211;COMPLETE_EXTEND;Test-14;2;2
MR166;CONJUNCTIVE_CONTRACT;Test-12;1;6
MR135;SHUFFLING_CONTRACT;Test-09;1;1
MR87;CONJUNCTIVE_EXTEND;Test-06;1;2
MR263;CONJUNCTIVE_CONTRACT;Test-18;3;8
MR151;SHUFFLING_EXTEND;Test-10;2;2
MR223;SHUFFLING_CONTRACT;Test-15;1;1
MR129;CONJUNCTIVE_CONTRACT;Test-09;3;6
MR100;CONJUNCTIVE_EXTEND;Test-07;2;3
MR73;CONJUNCTIVE_EXTEND;Test-05;2;2
MR110;CONJUNCTIVE_CONTRACT;Test-08;2;4
MR133;CONJUNCTIVE_EXTEND;Test-09;3;3
MR83;CONJUNCTIVE_CONTRACT;Test-06;2;7
MR36;CONJUNCTIVE_EXTEND;Test-03;2;6
MR141;CONJUNCTIVE_CONTRACT;Test-10;2;5
MR262;CONJUNCTIVE_CONTRACT;Test-18;2;8
MR256;SHUFFLING_CONTRACT;Test-17;1;1
MR132;CONJUNCTIVE_EXTEND;Test-09;1;3
MR222;CONJUNCTIVE_EXTEND;Test-15;2;6
MR192;SHUFFLING_EXTEND;Test-13;3;3
MR175;SHUFFLING_CONTRACT;Test-12;1;1
MR260;CONJUNCTIVE_CONTRACT;Test-18;1;8
MR226;CONJUNCTIVE_CONTRACT;Test-16;2;7
MR145;CONJUNCTIVE_EXTEND;Test-10;2;4
MR253;CONJUNCTIVE_EXTEND;Test-17;2;6
MR5;CONJUNCTIVE_EXTEND;Test-01;3;4
MR108;CONJUNCTIVE_CONTRACT;Test-08;4;4
MR97;CONJUNCTIVE_CONTRACT;Test-07;2;6
MR169;CONJUNCTIVE_CONTRACT;Test-12;2;6
MR124;DISJOINT_EXTEND;Test-08;1;1
MR122;SHUFFLING_CONTRACT;Test-08;1;1
MR214;CONJUNCTIVE_CONTRACT;Test-15;2;3
MR159;CONJUNCTIVE_CONTRACT;Test-11;3;7
MR240;DISJOINT_EXTEND;Test-16;1;1
MR96;CONJUNCTIVE_CONTRACT;Test-07;2;6
MR218;CONJUNCTIVE_EXTEND;Test-15;2;6
MR104;SHUFFLING_EXTEND;Test-07;1;1
MR56;CONJUNCTIVE_EXTEND;Test-04;3;5
MR90;SHUFFLING_EXTEND;Test-06;3;3
MR206;CONJUNCTIVE_EXTEND;Test-14;5;5
MR185;CONJUNCTIVE_CONTRACT;Test-13;4;6
MR70;CONJUNCTIVE_CONTRACT;Test-05;3;7
MR64;CONJUNCTIVE_CONTRACT;Test-05;1;7
MR180;CONJUNCTIVE_CONTRACT;Test-13;2;6
MR101;CONJUNCTIVE_EXTEND;Test-07;2;3
MR164;SHUFFLING_EXTEND;Test-11;2;2
MR168;CONJUNCTIVE_CONTRACT;Test-12;3;6
MR176;SHUFFLING_EXTEND;Test-12;6;6
MR22;CONJUNCTIVE_CONTRACT;Test-02;2;9
MR58;CONJUNCTIVE_EXTEND;Test-04;2;5
MR123;SHUFFLING_EXTEND;Test-08;3;3
MR265;CONJUNCTIVE_CONTRACT;Test-18;2;8
MR32;CONJUNCTIVE_EXTEND;Test-03;3;6
MR233;CONJUNCTIVE_CONTRACT;Test-16;3;7
MR160;CONJUNCTIVE_EXTEND;Test-11;2;2
MR215;CONJUNCTIVE_CONTRACT;Test-15;2;3
MR150;SHUFFLING_CONTRACT;Test-10;1;1
MR51;CONJUNCTIVE_EXTEND;Test-04;3;5
MR16;DISJOINT_EXTEND;Test-01;1;1
MR186;CONJUNCTIVE_EXTEND;Test-13;2;3
MR213;CONJUNCTIVE_CONTRACT;Test-15;3;3
