MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR36;EQUIVALENCE_EXTEND;Test-09;5;2;3;[term, media, attribute, version, explicit];[country:US, lang:en_us];[limit:50];[];[];[];[]
MR44;EQUIVALENCE_EXTEND;Test-12;6;2;3;[term, country, media, entity, callback, explicit];[limit:50];[lang:en_us, version:2];[];[];[];[]
MR40;EQUIVALENCE_EXTEND;Test-10;4;3;3;[term, limit, version, explicit];[country:US];[lang:en_us];[media:all];[];[];[]
MR54;DISJOINT_EXTEND;Test-15;5;1;1;[term, country:IT, callback, version, explicit];[country:AD];[];[];[];[];[]
MR20;EQUIVALENCE_EXTEND;Test-06;7;2;2;[term, country, media, attribute, callback, limit, version];[explicit:Yes];[lang:en_us];[];[];[];[]
MR33;EQUIVALENCE_EXTEND;Test-09;5;1;3;[term, media, attribute, version, explicit];[country:US, lang:en_us, limit:50];[];[];[];[];[]
MR24;DISJOINT_EXTEND;Test-07;4;6;6;[term, country:JP, callback, lang];[country:AD];[country:AE];[country:AF];[country:AG];[country:AI];[country:AL]
MR0;DISJOINT_EXTEND;Test-01;8;2;2;[term, country:JP, media, attribute, callback, limit, lang, explicit];[country:AD];[country:AE];[];[];[];[]
MR58;EQUIVALENCE_EXTEND;Test-15;5;2;3;[term, country, callback, version, explicit];[lang:en_us, limit:50];[media:all];[];[];[];[]
MR37;EQUIVALENCE_EXTEND;Test-10;4;3;3;[term, limit, version, explicit];[media:all];[lang:en_us];[country:US];[];[];[]
MR45;EQUIVALENCE_EXTEND;Test-12;6;1;3;[term, country, media, entity, callback, explicit];[lang:en_us, limit:50, version:2];[];[];[];[];[]
MR41;DISJOINT_EXTEND;Test-11;9;1;1;[term, country:JP, media, entity, attribute, callback, lang, version, explicit];[country:AD];[];[];[];[];[]
MR1;DISJOINT_EXTEND;Test-01;8;1;1;[term, country:JP, media, attribute, callback, limit, lang, explicit];[country:AD];[];[];[];[];[]
MR56;EQUIVALENCE_EXTEND;Test-15;5;3;3;[term, country, callback, version, explicit];[media:all];[lang:en_us];[limit:50];[];[];[]
MR39;EQUIVALENCE_EXTEND;Test-10;4;1;3;[term, limit, version, explicit];[country:US, lang:en_us, media:all];[];[];[];[];[]
MR50;EQUIVALENCE_EXTEND;Test-13;7;1;1;[term, country, media, entity, lang, version, explicit];[limit:50];[];[];[];[];[]
MR5;EQUIVALENCE_EXTEND;Test-02;4;2;4;[term, media, entity, version];[country:US, explicit:Yes, limit:50];[lang:en_us];[];[];[];[]
MR4;EQUIVALENCE_EXTEND;Test-02;4;2;4;[term, media, entity, version];[limit:50];[country:US, explicit:Yes, lang:en_us];[];[];[];[]
MR12;EQUIVALENCE_EXTEND;Test-03;7;1;3;[term, media, entity, attribute, callback, limit, explicit];[country:US, lang:en_us, version:2];[];[];[];[];[]
MR14;DISJOINT_EXTEND;Test-04;7;5;5;[term, country:JP, media, attribute, lang, version, explicit];[country:AD];[country:AE];[country:AF];[country:AG];[country:AI];[]
MR35;EQUIVALENCE_EXTEND;Test-09;5;2;3;[term, media, attribute, version, explicit];[country:US];[lang:en_us, limit:50];[];[];[];[]
MR48;EQUIVALENCE_EXTEND;Test-12;6;2;3;[term, country, media, entity, callback, explicit];[version:2];[lang:en_us, limit:50];[];[];[];[]
MR49;EQUIVALENCE_EXTEND;Test-12;6;2;3;[term, country, media, entity, callback, explicit];[limit:50, version:2];[lang:en_us];[];[];[];[]
MR51;EQUIVALENCE_EXTEND;Test-14;8;2;2;[term, media, entity, attribute, callback, lang, version, explicit];[country:US];[limit:50];[];[];[];[]
