MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR57;DISJOINT_EXTEND;Test-15;5;2;2;[term, country:IT, callback, version, explicit];[country:AD];[country:AE];[];[];[];[]
MR1;DISJOINT_EXTEND;Test-01;8;2;2;[term, country:JP, media, attribute, callback, limit, lang, explicit];[country:AD];[country:AE];[];[];[];[]
MR56;DISJOINT_EXTEND;Test-15;5;3;3;[term, country:IT, callback, version, explicit];[country:AD];[country:AE];[country:AF];[];[];[]
MR39;EQUIVALENCE_EXTEND;Test-09;5;1;3;[term, media, attribute, version, explicit];[country:US, lang:en_us, limit:50];[];[];[];[];[]
MR40;EQUIVALENCE_EXTEND;Test-09;5;3;3;[term, media, attribute, version, explicit];[limit:50];[lang:en_us];[country:US];[];[];[]
MR49;EQUIVALENCE_EXTEND;Test-12;6;2;3;[term, country, media, entity, callback, explicit];[lang:en_us, version:2];[limit:50];[];[];[];[]
MR18;DISJOINT_EXTEND;Test-05;7;3;3;[term, country:IT, media, entity, limit, lang, explicit];[country:AD];[country:AE];[country:AF];[];[];[]
MR62;EQUIVALENCE_EXTEND;Test-15;5;2;3;[term, country, callback, version, explicit];[lang:en_us, limit:50];[media:all];[];[];[];[]
MR59;EQUIVALENCE_EXTEND;Test-15;5;2;3;[term, country, callback, version, explicit];[limit:50, media:all];[lang:en_us];[];[];[];[]
MR42;EQUIVALENCE_EXTEND;Test-10;4;2;3;[term, limit, version, explicit];[country:US];[lang:en_us, media:all];[];[];[];[]
MR22;EQUIVALENCE_EXTEND;Test-06;7;2;2;[term, country, media, attribute, callback, limit, version];[explicit:Yes];[lang:en_us];[];[];[];[]
MR54;EQUIVALENCE_EXTEND;Test-14;8;1;2;[term, media, entity, attribute, callback, lang, version, explicit];[country:US, limit:50];[];[];[];[];[]
MR17;DISJOINT_EXTEND;Test-05;7;6;6;[term, country:IT, media, entity, limit, lang, explicit];[country:AD];[country:AE];[country:AF];[country:AG];[country:AI];[country:AL]
MR28;EQUIVALENCE_EXTEND;Test-07;4;4;4;[term, country, callback, lang];[explicit:Yes];[version:2];[media:all];[limit:50];[];[]
MR5;EQUIVALENCE_EXTEND;Test-02;4;2;4;[term, media, entity, version];[country:US, explicit:Yes, lang:en_us];[limit:50];[];[];[];[]
MR46;DISJOINT_EXTEND;Test-12;6;3;3;[term, country:JP, media, entity, callback, explicit];[country:AD];[country:AE];[country:AF];[];[];[]
