MR;Type;STC;FUTCs;LocalDistance
MR10;DISJUNCTIVE_EXTEND;Test-07;2;2
MR3;CONJUNCTIVE_EXTEND;Test-03;1;1
MR4;DISJUNCTIVE_CONTRACT;Test-03;1;1
MR6;CONJUNCTIVE_CONTRACT;Test-05;1;1
MR13;DISJUNCTIVE_CONTRACT;Test-09;1;2
MR8;DISJUNCTIVE_EXTEND;Test-05;1;1
MR5;DISJUNCTIVE_EXTEND;Test-03;1;1
MR0;CONJUNCTIVE_CONTRACT;Test-02;1;1
MR14;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR7;DISJUNCTIVE_CONTRACT;Test-05;1;1
MR16;DISJUNCTIVE_EXTEND;Test-11;1;2
MR17;DISJUNCTIVE_CONTRACT;Test-12;2;2
MR9;CONJUNCTIVE_EXTEND;Test-07;1;1
MR12;CONJUNCTIVE_EXTEND;Test-09;1;1
MR11;DISJUNCTIVE_EXTEND;Test-07;1;2
MR2;DISJUNCTIVE_CONTRACT;Test-02;1;2
MR1;DISJUNCTIVE_CONTRACT;Test-02;2;2
MR15;DISJUNCTIVE_EXTEND;Test-11;2;2
